Mac1,Mac2,peso
209006,211027,1
209006,211070,1
209006,211599,1
209006,211635,1
209006,211636,1
209006,211671,1
209006,211680,1
209006,211699,1
209006,211859,1
209006,212122,1
209006,212123,1
209006,212124,1
209006,212125,1
209006,212150,1
209006,212151,1
209006,213205,1
209006,213245,1
209006,213807,1
209006,214098,1
209006,214269,1
209006,214337,1
209006,214630,1
209006,216533,1
209004,170275,1
209003,209021,1
209003,209006,1
208992,202117,1
208990,163352,1
208990,194527,1
208990,200597,1
208990,200848,1
208990,208988,1
208990,208989,1
208990,208991,1
208990,209007,1
208991,163352,1
208991,208989,1
208992,200947,1
208992,203345,1
208993,214009,1
208992,204167,1
208992,207951,1
208992,208993,1
208992,208994,1
208992,209438,1
208992,209974,1
208993,22092,1
208993,145849,1
208993,183360,1
208993,200947,1
208993,208213,1
208989,163352,1
208988,208991,1
208988,208989,1
208988,200848,1
208982,208968,1
208982,208981,1
208982,208983,1
208982,209427,1
208982,214227,1
208982,214245,1
208983,198428,1
208983,213707,1
208983,217547,1
208984,198612,1
208984,208891,1
208984,208986,1
208984,208987,1
208985,198612,1
208985,208891,1
208985,208984,1
208985,208986,1
208985,208987,1
208986,198612,1
208987,198612,1
208987,208986,1
208988,163352,1
208988,200597,1
208993,208994,1
208993,218410,1
209003,208978,1
209001,203045,1
209000,201641,1
209000,207112,1
209000,209016,1
209000,209017,1
209000,209018,1
209000,209019,1
209000,209020,1
209001,181555,1
209001,184251,1
209001,201641,1
209001,202417,1
209001,207112,1
208993,223028,1
209001,208999,1
209001,209000,1
209001,214731,1
209001,214954,1
209001,216945,1
209001,216999,1
209001,217000,1
209001,217001,1
209002,203345,1
209002,203734,1
209002,204548,1
208999,209000,1
208999,207112,1
208999,203045,1
208999,201641,1
208994,200947,1
208996,114911,1
208996,200582,1
208996,201145,1
208996,205929,1
208996,208995,1
208997,11402,1
208997,177373,1
208997,187693,1
208997,200574,1
208997,200618,1
208997,200922,1
208997,205544,1
208997,208026,1
208997,208210,1
208997,208974,1
208997,208998,1
208997,212730,1
208997,212731,1
208997,212732,1
208998,200618,1
208998,200922,1
208998,205544,1
209397,210055,1
209397,213514,1
209397,215707,1
209804,209805,1
209803,209437,1
209803,209783,1
209803,209804,1
209803,209805,1
209803,209806,1
209803,211492,1
209803,211493,1
209803,211494,1
209804,203410,1
209804,209121,1
209804,209783,1
209804,209806,1
209803,207707,1
209805,154632,1
209805,158348,1
209805,175974,1
209805,200582,1
209805,201428,1
209805,209767,1
209805,209783,1
209805,209806,1
209805,211355,1
209805,218008,1
209805,219020,1
209803,209121,1
209803,203410,1
209791,204754,1
209797,200631,1
209791,209792,1
209793,204567,1
209794,178533,1
209794,209793,1
209794,209795,1
209795,200792,1
209795,202579,1
209795,209781,1
209795,209793,1
209795,209814,1
209796,202372,1
209797,202372,1
209803,200574,1
209797,209796,1
209799,209757,1
209799,209798,1
209799,209800,1
209799,209801,1
209800,209798,1
209800,209801,1
209801,209798,1
209802,171663,1
209802,207989,1
209802,208351,1
209805,220889,1
209805,220890,1
209806,210325,1
209811,150802,1
209810,200597,1
209810,203418,1
209810,204567,1
209810,205549,1
209810,205749,1
209810,207112,1
209810,209769,1
209810,209811,1
209810,209812,1
209810,211704,1
209810,213898,1
209811,180457,1
209806,210435,1
209811,200597,1
209811,200792,1
209811,204567,1
209811,205549,1
209811,207112,1
209811,207950,1
209811,209812,1
209812,204567,1
209812,205549,1
209813,204567,1
209813,209784,1
209810,150802,1
209810,139038,1
209808,209883,1
209808,209882,1
209806,210453,1
209807,203410,1
209807,207707,1
209807,209121,1
209807,209437,1
209807,209783,1
209807,209803,1
209807,209804,1
209807,209805,1
209807,209806,1
209808,174922,1
209808,200631,1
209808,201749,1
209808,203329,1
209808,204167,1
209808,206721,1
209808,207227,1
209808,208351,1
209808,208775,1
209808,209787,1
209808,209809,1
209808,209848,1
209808,209849,1
209791,204845,1
209791,203345,1
209837,209805,1
209775,201145,1
209771,209490,1
209771,209770,1
209773,209772,1
209774,178533,1
209774,186189,1
209774,200991,1
209774,201145,1
209774,209775,1
209774,209776,1
209775,178533,1
209775,200991,1
209775,209776,1
209771,203734,1
209776,141703,1
209776,204567,1
209776,207112,1
209777,185212,1
209777,208775,1
209777,209761,1
209777,209779,1
209778,185212,1
209778,208775,1
209778,209761,1
209778,209777,1
209771,208981,1
209771,133766,1
209791,202579,1
209769,210148,1
209769,207358,1
209769,208241,1
209769,209438,1
209769,209811,1
209769,209812,1
209769,210124,1
209769,210143,1
209769,210144,1
209769,210145,1
209769,210146,1
209769,210147,1
209769,220896,1
209770,209792,1
209769,221084,1
209770,77197,1
209770,133766,1
209770,202579,1
209770,203345,1
209770,203734,1
209770,204754,1
209770,204845,1
209770,208981,1
209770,209490,1
209770,209791,1
209778,209779,1
209779,208775,1
209779,209761,1
209789,208351,1
209788,173285,1
209788,177443,1
209788,200615,1
209788,209740,1
209788,209787,1
209788,209789,1
209788,209790,1
209789,137882,1
209789,194588,1
209789,201145,1
209789,203345,1
209789,209740,1
209780,203585,1
209789,209787,1
209789,210015,1
209789,210016,1
209789,217914,1
209790,173285,1
209790,177443,1
209790,200615,1
209790,209740,1
209790,209787,1
209790,209789,1
209791,77197,1
209788,138401,1
209788,133766,1
209787,209809,1
209787,209740,1
209780,208167,1
209780,209703,1
209780,209781,1
209781,200792,1
209781,202579,1
209781,203585,1
209781,208167,1
209782,203585,1
209782,208167,1
209782,209703,1
209782,209780,1
209782,209781,1
209783,209784,1
209783,209806,1
209783,209826,1
209785,146603,1
209785,200615,1
209785,201349,1
209785,208980,1
209785,209783,1
209785,209784,1
209786,201183,1
209786,209743,1
209814,200792,1
209814,202579,1
209814,209781,1
209831,213988,1
209831,209826,1
209831,209830,1
209831,209833,1
209831,209834,1
209831,209835,1
209831,209853,1
209831,210008,1
209831,210136,1
209831,212077,1
209831,212442,1
209831,212443,1
209831,216729,1
209831,208351,1
209831,217359,1
209831,217361,1
209831,218001,1
209831,218002,1
209831,218012,1
209831,218018,1
209831,218019,1
209831,218455,1
209831,218475,1
209831,218476,1
209831,218477,1
209831,209783,1
209831,207838,1
209815,209816,1
209830,209783,1
209829,207838,1
209829,207926,1
209829,209826,1
209829,209830,1
209829,209831,1
209829,209833,1
209829,209834,1
209829,209835,1
209829,209852,1
209829,218455,1
209829,218481,1
209830,209826,1
209831,206494,1
209830,209833,1
209830,209834,1
209831,138928,1
209831,143183,1
209831,158348,1
209831,200597,1
209831,200871,1
209831,201771,1
209831,202121,1
209831,202691,1
209831,204166,1
209831,218478,1
209831,218504,1
209831,218506,1
209836,209121,1
209835,209783,1
209835,209826,1
209835,209830,1
209835,209833,1
209835,209834,1
209835,209851,1
209836,201175,1
209836,202487,1
209836,204166,1
209836,206004,1
209836,207926,1
209836,209752,1
209831,221368,1
209836,209783,1
209836,209805,1
209836,209829,1
209836,209837,1
209836,209852,1
209836,209862,1
209836,209869,1
209836,209870,1
209836,209871,1
209836,209889,1
209837,202785,1
209835,207838,1
209835,201771,1
209834,209826,1
209834,209783,1
209832,173698,1
209832,201771,1
209832,202110,1
209832,202610,1
209832,205095,1
209832,205741,1
209832,207838,1
209832,209783,1
209832,209826,1
209832,209829,1
209832,209830,1
209832,209831,1
209832,209833,1
209832,209834,1
209832,209835,1
209832,213718,1
209832,213727,1
209833,201428,1
209833,203292,1
209833,209783,1
209833,209826,1
209833,209834,1
209833,209875,1
209829,201771,1
209829,143183,1
209828,209826,1
209819,218021,1
209819,208775,1
209819,209815,1
209819,209816,1
209819,209820,1
209819,209831,1
209819,210136,1
209819,212958,1
209819,216998,1
209819,217130,1
209819,218001,1
209819,218002,1
209819,218030,1
209820,212488,1
209819,218497,1
209819,219891,1
209819,225907,1
209820,148876,1
209820,171703,1
209820,178434,1
209820,200631,1
209820,200718,1
209820,201175,1
209820,205748,1
209820,208782,1
209819,206494,1
209819,205570,1
209819,203345,1
209819,201349,1
209815,209820,1
209816,197235,1
209816,219861,1
209817,209815,1
209817,209816,1
209817,209818,1
209817,209819,1
209817,209820,1
209817,209821,1
209817,209822,1
209818,152783,1
209818,209815,1
209818,209816,1
209818,209819,1
209818,209820,1
209818,209821,1
209818,209822,1
209818,210692,1
209818,215473,1
209819,161362,1
209819,176610,1
209819,177340,1
209819,200599,1
209820,209816,1
209821,209815,1
209827,216321,1
209827,209826,1
209827,201897,1
209827,202844,1
209827,202866,1
209827,203345,1
209827,203752,1
209827,205561,1
209827,206129,1
209827,208351,1
209827,208775,1
209827,209168,1
209827,209568,1
209827,209828,1
209821,209816,1
209827,211766,1
209827,211803,1
209827,211824,1
209827,211939,1
209827,213107,1
209827,213260,1
209827,213757,1
209827,213758,1
209827,213792,1
209827,214015,1
209827,214057,1
209827,201271,1
209827,201197,1
209827,199694,1
209827,185975,1
209821,209819,1
209821,209820,1
209821,212211,1
209822,209815,1
209822,209816,1
209822,209819,1
209822,209820,1
209822,209821,1
209823,203033,1
209823,203734,1
209823,206006,1
209823,208775,1
209823,209824,1
209823,209825,1
209824,203734,1
209824,206006,1
209824,208775,1
209824,209825,1
209827,12840,1
209827,130393,1
209827,155317,1
209827,169269,1
209827,175812,1
209769,207112,1
209769,205549,1
209769,204845,1
209738,212056,1
209738,175272,1
209738,191161,1
209738,202400,1
209738,208775,1
209738,209006,1
209738,209739,1
209738,209740,1
209738,210355,1
209738,211517,1
209738,211963,1
209738,212037,1
209738,212096,1
209736,211349,1
209738,212097,1
209739,175272,1
209739,208775,1
209739,209006,1
209739,209740,1
209740,175272,1
209740,200841,1
209740,203371,1
209740,209766,1
209740,209767,1
209740,215888,1
209737,221199,1
209736,211330,1
209746,209770,1
209736,201748,1
209735,214722,1
209735,214723,1
209736,134771,1
209736,155418,1
209736,158117,1
209736,171613,1
209736,171663,1
209736,186189,1
209736,191161,1
209736,200978,1
209736,201718,1
209736,201964,1
209736,211329,1
209736,202866,1
209736,203457,1
209736,206116,1
209736,206679,1
209736,207989,1
209736,208351,1
209736,208775,1
209736,209699,1
209736,209735,1
209736,209737,1
209736,209802,1
209741,163031,1
209741,180215,1
209741,203612,1
209746,204845,1
209746,139038,1
209746,150802,1
209746,200597,1
209746,200731,1
209746,200972,1
209746,201183,1
209746,201718,1
209746,202579,1
209746,203345,1
209746,204567,1
209746,204754,1
209746,205549,1
209741,209475,1
209746,207112,1
209746,209740,1
209746,209747,1
209746,209748,1
209746,209749,1
209746,209750,1
209746,209751,1
209746,209765,1
209746,209766,1
209746,209767,1
209746,209768,1
209746,77197,1
209745,216178,1
209745,216152,1
209745,216150,1
209741,209708,1
209741,219857,1
209741,219858,1
209741,227932,1
209741,227933,1
209742,209743,1
209743,203585,1
209743,207357,1
209743,208167,1
209743,209761,1
209743,209784,1
209743,209813,1
209743,209846,1
209744,209742,1
209744,209743,1
209745,172840,1
209745,182021,1
209745,195410,1
209745,200944,1
209745,204754,1
209745,204872,1
209745,206494,1
209745,213303,1
209735,210118,1
209735,210117,1
209735,210115,1
209728,214104,1
209728,208028,1
209728,208160,1
209728,209096,1
209728,209729,1
209728,209758,1
209728,209759,1
209728,210115,1
209728,210117,1
209728,210119,1
209728,210720,1
209728,212151,1
209728,219343,1
209730,209729,1
209728,222610,1
209728,223446,1
209728,223448,1
209728,223449,1
209728,224185,1
209728,224385,1
209729,201376,1
209730,201376,1
209730,203985,1
209730,206904,1
209730,209186,1
209728,207821,1
209728,207738,1
209728,207202,1
209728,204983,1
209725,201638,1
209725,203881,1
209725,203938,1
209725,203985,1
209725,209186,1
209725,209475,1
209725,209708,1
209725,209726,1
209725,209730,1
209725,209741,1
209725,209763,1
209726,155025,1
209726,201638,1
209726,203881,1
209726,203938,1
209727,144701,1
209728,54225,1
209728,201225,1
209728,201376,1
209728,201749,1
209728,202117,1
209728,204253,1
209728,204755,1
209730,209728,1
209730,209763,1
209735,210114,1
209735,201964,1
209734,191161,1
209734,201964,1
209734,206116,1
209734,209699,1
209734,209735,1
209734,209736,1
209734,209737,1
209735,134771,1
209735,158117,1
209735,200731,1
209735,201620,1
209735,202487,1
209731,201376,1
209735,204567,1
209735,207366,1
209735,209728,1
209735,209737,1
209735,209740,1
209735,209750,1
209735,209751,1
209735,209766,1
209735,209767,1
209735,209768,1
209735,210113,1
209734,186189,1
209734,158117,1
209734,155418,1
209734,134771,1
209731,205123,1
209731,209728,1
209731,209729,1
209731,209730,1
209731,209732,1
209731,209733,1
209732,156,1
209732,201225,1
209732,201376,1
209732,202117,1
209732,207821,1
209732,209729,1
209732,209730,1
209732,209756,1
209732,209757,1
209732,209758,1
209732,209759,1
209733,201376,1
209733,205123,1
209733,209728,1
209733,209729,1
209733,209730,1
209733,209732,1
209746,209769,1
209746,209791,1
209769,204567,1
209757,201225,1
209756,209759,1
209756,209796,1
209756,209797,1
209756,210325,1
209756,210366,1
209756,210367,1
209756,210369,1
209756,210372,1
209756,210422,1
209756,210424,1
209757,156,1
209757,202117,1
209756,209757,1
209757,207821,1
209757,209728,1
209757,209758,1
209757,209759,1
209757,209798,1
209757,209800,1
209757,209801,1
209758,207821,1
209759,202117,1
209759,207821,1
209759,209758,1
209756,209758,1
209756,209728,1
209746,209792,1
209754,203684,1
209752,222005,1
209752,223568,1
209752,223569,1
209752,223581,1
209752,223612,1
209753,200562,1
209753,203684,1
209753,205766,1
209753,209752,1
209754,133766,1
209754,200562,1
209754,205766,1
209756,208351,1
209754,209752,1
209754,209753,1
209755,201376,1
209756,156,1
209756,145367,1
209756,200631,1
209756,201225,1
209756,202117,1
209756,202372,1
209756,207821,1
209756,207940,1
209760,133698,1
209760,181608,1
209760,203752,1
209765,209767,1
209762,209894,1
209762,209895,1
209762,209896,1
209763,203985,1
209763,209186,1
209764,203585,1
209764,209743,1
209765,200731,1
209765,209735,1
209765,209740,1
209765,209766,1
209765,209768,1
209760,203881,1
209766,209767,1
209767,201428,1
209768,209740,1
209768,209766,1
209768,209767,1
209769,81693,1
209769,150802,1
209769,175272,1
209769,200597,1
209769,200740,1
209769,203345,1
209762,209842,1
209762,209763,1
209762,209730,1
209762,209725,1
209760,203947,1
209760,208775,1
209760,209761,1
209761,69119,1
209761,133698,1
209761,201279,1
209761,204567,1
209761,207357,1
209761,208167,1
209761,208351,1
209761,216192,1
209762,173388,1
209762,200574,1
209762,201076,1
209762,201551,1
209762,201718,1
209762,203612,1
209762,203985,1
209762,204030,1
209762,205001,1
209762,207112,1
209762,207863,1
209762,209186,1
209752,221202,1
209752,221079,1
209752,221078,1
209749,212501,1
209749,205749,1
209749,206450,1
209749,207013,1
209749,209006,1
209749,209735,1
209749,209747,1
209749,209748,1
209749,209750,1
209749,209751,1
209749,210996,1
209749,211792,1
209749,213714,1
209751,209750,1
209749,214406,1
209749,215939,1
209749,218329,1
209749,218373,1
209749,219136,1
209749,219349,1
209749,219351,1
209749,220815,1
209749,220828,1
209751,187338,1
209751,194881,1
209749,205236,1
209749,204755,1
209749,204167,1
209749,203101,1
209746,209810,1
209746,209811,1
209746,209812,1
209747,200972,1
209747,209735,1
209747,209750,1
209747,209751,1
209748,200972,1
209748,209735,1
209748,209747,1
209748,209750,1
209748,209751,1
209749,32506,1
209749,137882,1
209749,142363,1
209749,142931,1
209749,177980,1
209749,178441,1
209749,193794,1
209749,200923,1
209749,200972,1
209749,201000,1
209749,201076,1
209751,200898,1
209751,213378,1
209752,219861,1
209752,213486,1
209752,208213,1
209752,208351,1
209752,208875,1
209752,209168,1
209752,209772,1
209752,209773,1
209752,209840,1
209752,209869,1
209752,209870,1
209752,209871,1
209752,213319,1
209752,216457,1
209751,216872,1
209752,216487,1
209752,216489,1
209752,217085,1
209752,218172,1
209752,218407,1
209752,218408,1
209752,218876,1
209752,219420,1
209752,219640,1
209752,219683,1
209752,219797,1
209752,208028,1
209752,206846,1
209752,206494,1
209752,203684,1
209751,216911,1
209751,216912,1
209751,216913,1
209751,216936,1
209751,230373,1
209752,12962,1
209752,59120,1
209752,136446,1
209752,150802,1
209752,170830,1
209752,183102,1
209752,187910,1
209752,198145,1
209752,200562,1
209752,200599,1
209752,200631,1
209752,201225,1
209752,201641,1
209752,202337,1
209752,203033,1
209752,203062,1
209752,203431,1
209752,203653,1
209837,206004,1
209837,211565,1
209397,220321,1
209933,215570,1
209933,182306,1
209933,182868,1
209933,186330,1
209933,200585,1
209933,200772,1
209933,202691,1
209933,203033,1
209933,208743,1
209933,209908,1
209933,209917,1
209933,211407,1
209933,215939,1
209932,222330,1
209933,216671,1
209933,218254,1
209933,221214,1
209933,221215,1
209933,221216,1
209933,221217,1
209933,222156,1
209933,222860,1
209933,228690,1
209933,228691,1
209934,175812,1
209932,222331,1
209932,209919,1
209926,203345,1
209929,206306,1
209926,204567,1
209926,209793,1
209926,209925,1
209926,209927,1
209928,206306,1
209928,209919,1
209928,209929,1
209928,209930,1
209928,209931,1
209928,209932,1
209929,203514,1
209929,207841,1
209931,209932,1
209929,209919,1
209929,209930,1
209929,209931,1
209929,209932,1
209929,213711,1
209929,214141,1
209930,209919,1
209930,209932,1
209931,206306,1
209931,209919,1
209931,209930,1
209934,176348,1
209934,200848,1
209934,209101,1
209947,207228,1
209947,185944,1
209947,198392,1
209947,200565,1
209947,200592,1
209947,200785,1
209947,200898,1
209947,202012,1
209947,202117,1
209947,202866,1
209947,205428,1
209947,206453,1
209947,208351,1
209934,209943,1
209947,210030,1
209947,210060,1
209947,210235,1
209947,210729,1
209947,211201,1
209947,211933,1
209947,211937,1
209947,211987,1
209947,212228,1
209947,213683,1
209947,213924,1
209947,181906,1
209947,175974,1
209947,173601,1
209947,149559,1
209935,209936,1
209935,209937,1
209935,209938,1
209936,209937,1
209936,209938,1
209938,209937,1
209939,209940,1
209942,200718,1
209942,203597,1
209942,204898,1
209942,207791,1
209942,209888,1
209942,211939,1
209942,212003,1
209942,214008,1
209942,214009,1
209942,214010,1
209942,214011,1
209944,209945,1
209944,209946,1
209945,209946,1
209947,137979,1
209947,138706,1
209926,204231,1
209926,200802,1
209837,217794,1
209904,209903,1
209903,176348,1
209903,200808,1
209903,200810,1
209903,208775,1
209904,172015,1
209904,176348,1
209904,200808,1
209904,200810,1
209904,205454,1
209904,208775,1
209904,209889,1
209905,200810,1
209902,209901,1
209905,209906,1
209905,209907,1
209906,209907,1
209908,200597,1
209908,203033,1
209908,209917,1
209909,209373,1
209909,209910,1
209910,209373,1
209911,209373,1
209911,209909,1
209903,172015,1
209902,208793,1
209926,200631,1
209899,208351,1
209895,205001,1
209895,207112,1
209895,209842,1
209895,209896,1
209896,202866,1
209897,202579,1
209898,200631,1
209898,202579,1
209898,203345,1
209898,209897,1
209899,203734,1
209899,208505,1
209902,207928,1
209899,209358,1
209899,209900,1
209900,208505,1
209901,139168,1
209901,204567,1
209901,205868,1
209901,207928,1
209901,208793,1
209902,139168,1
209902,204567,1
209902,205868,1
209911,209910,1
209912,133343,1
209912,202866,1
209922,200597,1
209917,204610,1
209917,205929,1
209917,210908,1
209918,204640,1
209918,209919,1
209920,204640,1
209920,209918,1
209920,209919,1
209921,201349,1
209922,156,1
209922,176348,1
209922,209923,1
209912,203314,1
209922,209924,1
209923,156,1
209923,176348,1
209923,200597,1
209923,209924,1
209925,200631,1
209925,203345,1
209925,204231,1
209925,204567,1
209925,209793,1
209926,142057,1
209916,209915,1
209916,209914,1
209916,208351,1
209916,200631,1
209912,207112,1
209912,207989,1
209912,209896,1
209912,210861,1
209912,210862,1
209912,210863,1
209912,210864,1
209912,210865,1
209912,210866,1
209912,210867,1
209912,210868,1
209913,142057,1
209913,200802,1
209913,203065,1
209913,203345,1
209913,204030,1
209913,204567,1
209913,208020,1
209913,209898,1
209913,209926,1
209913,209927,1
209914,200631,1
209914,209915,1
209947,213979,1
209947,213982,1
209947,213988,1
209977,212010,1
209977,211212,1
209977,211232,1
209977,211242,1
209977,211247,1
209977,211459,1
209977,211485,1
209977,211486,1
209977,211487,1
209977,211517,1
209977,211980,1
209977,211992,1
209977,212077,1
209977,210121,1
209977,212258,1
209977,212260,1
209977,212293,1
209977,212897,1
209977,213385,1
209977,213924,1
209977,214177,1
209977,214279,1
209977,215254,1
209977,215943,1
209977,215953,1
209977,211080,1
209977,210019,1
209947,214003,1
209977,205944,1
209977,202069,1
209977,202117,1
209977,202648,1
209977,203045,1
209977,203065,1
209977,203426,1
209977,203636,1
209977,203863,1
209977,204041,1
209977,204754,1
209977,205776,1
209977,205949,1
209977,209982,1
209977,205991,1
209977,207134,1
209977,207347,1
209977,207791,1
209977,207856,1
209977,208351,1
209977,208907,1
209977,209096,1
209977,209116,1
209977,209288,1
209977,209978,1
209977,215955,1
209977,218070,1
209977,218092,1
209979,215943,1
209979,65970,1
209979,169904,1
209979,184251,1
209979,190139,1
209979,200594,1
209979,200718,1
209979,201275,1
209979,207212,1
209979,212228,1
209979,215941,1
209979,215942,1
209980,209981,1
209977,218150,1
209982,175252,1
209983,175252,1
209983,200597,1
209983,202012,1
209983,208351,1
209983,209982,1
209984,180156,1
209984,209986,1
209985,180156,1
209985,209984,1
209985,209986,1
209978,200599,1
209978,14450,1
209977,225774,1
209977,225761,1
209977,218184,1
209977,218185,1
209977,218186,1
209977,219146,1
209977,219157,1
209977,219304,1
209977,219618,1
209977,219619,1
209977,219637,1
209977,219687,1
209977,219775,1
209977,219891,1
209977,219961,1
209977,219982,1
209977,220805,1
209977,220995,1
209977,221012,1
209977,221223,1
209977,222042,1
209977,222542,1
209977,224754,1
209977,225747,1
209977,225760,1
209977,201929,1
209977,201394,1
209977,201349,1
209960,209963,1
209955,207903,1
209955,209954,1
209956,175830,1
209956,204521,1
209956,209957,1
209956,224431,1
209959,202013,1
209959,203345,1
209959,209958,1
209960,209961,1
209960,209962,1
209961,209963,1
209969,209967,1
209962,209961,1
209962,209963,1
209964,209965,1
209966,175252,1
209966,177385,1
209966,201279,1
209966,202117,1
209967,200898,1
209967,209968,1
209968,200898,1
209969,200574,1
209953,218566,1
209953,217929,1
209953,200792,1
209953,200599,1
209947,214004,1
209947,214405,1
209947,216202,1
209947,216214,1
209947,217377,1
209947,219146,1
209947,224617,1
209947,224626,1
209947,224639,1
209947,224676,1
209947,224700,1
209948,200599,1
209948,200991,1
209950,200582,1
209950,200718,1
209950,217512,1
209951,200599,1
209951,209953,1
209951,214144,1
209952,200599,1
209952,209951,1
209952,209953,1
209953,200565,1
209969,200898,1
209969,209968,1
209977,200989,1
209977,174677,1
209977,133766,1
209977,134787,1
209977,135614,1
209977,135619,1
209977,138522,1
209977,141382,1
209977,150358,1
209977,151466,1
209977,154749,1
209977,169904,1
209977,174011,1
209977,175267,1
209970,201275,1
209977,179873,1
209977,180033,1
209977,183360,1
209977,184535,1
209977,196038,1
209977,198145,1
209977,198392,1
209977,200562,1
209977,200574,1
209977,200597,1
209977,200599,1
209977,90001,1
209977,14450,1
209976,209116,1
209975,209995,1
209970,205986,1
209970,209971,1
209971,201275,1
209971,205986,1
209972,200599,1
209972,209973,1
209973,200599,1
209973,212878,1
209974,209438,1
209975,175252,1
209975,177340,1
209975,184204,1
209975,200597,1
209975,202012,1
209975,207501,1
209975,208351,1
209975,209116,1
209975,209438,1
209975,209976,1
209975,209982,1
209975,209983,1
209975,209993,1
209975,209994,1
209895,201551,1
209895,201076,1
209894,227204,1
209866,209865,1
209862,217557,1
209864,200631,1
209864,201349,1
209864,202579,1
209864,204567,1
209864,208241,1
209864,209848,1
209865,209867,1
209865,209888,1
209866,208775,1
209866,209848,1
209866,209867,1
209862,211324,1
209868,17878,1
209868,209848,1
209868,209865,1
209868,209866,1
209868,209867,1
209868,214821,1
209868,216971,1
209870,209869,1
209870,209871,1
209871,209869,1
209872,143325,1
209862,213408,1
209862,209859,1
209875,203292,1
209861,209859,1
209859,222758,1
209860,147409,1
209860,201076,1
209860,201167,1
209860,209855,1
209860,209859,1
209860,209861,1
209860,209862,1
209861,147409,1
209861,201076,1
209861,209855,1
209861,209862,1
209862,205766,1
209861,227042,1
209861,227044,1
209862,28867,1
209862,139092,1
209862,175974,1
209862,200582,1
209862,200792,1
209862,200871,1
209862,201175,1
209862,202487,1
209862,204195,1
209872,172511,1
209872,175602,1
209872,184698,1
209873,203292,1
209872,222358,1
209872,222359,1
209872,224777,1
209872,225751,1
209872,225770,1
209872,225771,1
209872,225786,1
209872,225787,1
209872,228129,1
209873,184749,1
209873,201428,1
209873,209833,1
209872,201151,1
209873,209875,1
209874,184749,1
209874,200740,1
209874,201428,1
209874,202389,1
209874,203292,1
209874,204231,1
209874,206357,1
209874,209833,1
209874,209873,1
209874,209875,1
209872,222357,1
209872,221932,1
209872,219891,1
209872,218019,1
209872,201492,1
209872,201551,1
209872,202268,1
209872,203301,1
209872,203734,1
209872,204030,1
209872,204260,1
209872,204409,1
209872,206006,1
209872,208505,1
209872,208835,1
209872,209358,1
209872,209805,1
209872,209892,1
209872,209893,1
209872,209899,1
209872,209900,1
209872,211790,1
209872,212614,1
209872,214632,1
209872,216413,1
209872,217243,1
209872,217495,1
209857,209858,1
209857,209842,1
209857,206488,1
209846,204567,1
209843,209842,1
209843,209844,1
209843,209845,1
209843,210719,1
209843,211570,1
209843,214375,1
209843,217573,1
209844,200792,1
209844,207112,1
209844,209845,1
209845,200792,1
209846,207357,1
209849,208775,1
209846,208167,1
209846,209761,1
209847,201271,1
209847,208835,1
209847,209820,1
209848,202579,1
209848,204567,1
209848,209865,1
209848,209867,1
209849,200631,1
209849,204167,1
209843,209820,1
209843,207112,1
209843,203345,1
209843,201551,1
209837,223443,1
209838,206488,1
209839,201349,1
209839,206488,1
209839,209838,1
209841,200792,1
209841,207112,1
209841,209842,1
209841,209843,1
209841,209844,1
209841,209845,1
209842,200631,1
209842,204567,1
209842,205001,1
209842,206488,1
209842,208020,1
209842,209844,1
209842,209845,1
209842,209858,1
209842,209896,1
209843,178434,1
209843,200792,1
209843,201175,1
209849,208351,1
209849,209848,1
209857,200792,1
209855,210527,1
209855,208351,1
209855,208505,1
209855,208835,1
209855,209358,1
209855,209767,1
209855,209859,1
209855,209862,1
209855,209897,1
209855,209898,1
209855,209899,1
209855,209900,1
209855,210529,1
209850,201551,1
209855,210552,1
209855,210553,1
209855,210565,1
209855,210567,1
209855,210568,1
209856,201428,1
209856,201771,1
209856,206006,1
209856,209767,1
209856,209805,1
209856,209855,1
209855,208020,1
209855,204593,1
209855,204567,1
209855,203734,1
209850,209835,1
209850,209851,1
209852,207926,1
209852,209783,1
209853,200597,1
209853,200871,1
209853,202117,1
209853,205929,1
209853,206955,1
209853,214612,1
209853,214704,1
209853,214705,1
209853,214732,1
209853,214750,1
209853,214752,1
209854,200597,1
209854,200871,1
209854,204166,1
209854,209831,1
209854,209853,1
209855,200631,1
209855,201428,1
209855,202579,1
209875,201428,1
209876,200792,1
209894,227203,1
209894,209896,1
209894,204167,1
209894,204231,1
209894,204754,1
209894,205001,1
209894,206357,1
209894,206374,1
209894,207112,1
209894,208030,1
209894,209837,1
209894,209842,1
209894,209895,1
209894,210060,1
209894,203317,1
209894,210146,1
209894,210626,1
209894,211032,1
209894,211362,1
209894,211565,1
209894,211880,1
209894,211881,1
209894,211882,1
209894,211883,1
209894,212161,1
209894,212392,1
209894,203863,1
209894,203311,1
209877,200792,1
209894,187243,1
209894,153387,1
209894,158348,1
209894,174064,1
209894,174860,1
209894,175787,1
209894,178440,1
209894,178578,1
209894,180215,1
209894,180693,1
209894,182727,1
209894,183360,1
209894,188031,1
209894,202852,1
209894,200562,1
209894,200718,1
209894,200802,1
209894,200922,1
209894,201298,1
209894,201434,1
209894,201551,1
209894,202150,1
209894,202309,1
209894,202466,1
209894,202696,1
209894,212429,1
209894,212430,1
209894,212450,1
209894,221819,1
209894,219710,1
209894,219891,1
209894,220084,1
209894,220085,1
209894,220092,1
209894,220270,1
209894,220925,1
