Mac1,Mac2
175781,175779
175781,175780
175782,169963
175783,169963
175783,175782
175784,174241
175785,175784
175786,175784
175785,174241
175786,174241
175785,175786
175787,175788
175787,175789
175790,175787
175787,171287
175787,175791
175787,171075
175787,169256
175788,175789
175790,175788
175788,171287
175791,175788
171075,175788
175788,169256
175790,175789
171287,175789
175791,175789
171075,175789
175789,169256
175790,171287
175790,175791
175790,171075
175790,169256
175791,171287
171075,171287
171287,169256
171075,175791
175791,169256
171075,169256
175792,169044
175793,169044
175793,175792
170550,175794
170550,175177
175177,175794
175795,169312
170473,175778
170473,173395
170473,175775
175778,173395
175775,175778
175775,173395
175796,169063
175797,175798
175799,175798
175798,175800
175798,169904
175799,175797
175797,175800
175797,169904
175799,175800
175799,169904
175800,169904
175801,170814
175801,175802
175801,21268
175801,175786
170814,175802
21268,170814
175786,170814
21268,175802
175786,175802
175786,21268
170346,171287
175790,170346
170346,175803
175790,171287
175803,171287
175790,175803
171132,175804
170993,169075
175805,169075
175805,170993
175806,146118
175806,175789
175807,175806
175806,173813
175595,175806
175808,175806
175809,175806
146118,175789
175807,146118
146118,173813
175595,146118
175808,146118
175809,146118
175807,175789
173813,175789
175595,175789
175808,175789
175809,175789
175807,173813
175595,175807
175807,175808
175807,175809
175595,173813
175808,173813
175809,173813
175595,175808
175595,175809
175809,175808
172959,171289
171289,169201
171289,175810
172959,169201
172959,175810
175810,169201
175811,171161
169566,173395
169566,175792
169566,175812
173395,175792
173395,175812
175792,175812
175672,175798
175798,173442
174593,175798
175798,171783
175672,173442
174593,175672
175672,171783
174593,173442
173442,171783
174593,171783
175790,173126
170096,173126
174684,173126
175813,173126
175790,170096
174684,175790
175790,175813
174684,170096
175813,170096
174684,175813
175814,174567
175815,175814
175815,174567
171746,175816
171746,171830
175817,171746
175816,171830
175817,175816
175817,171830
175818,169063
169063,175819
169063,169075
175820,169063
169063,175809
175818,175819
175818,169075
175818,175820
175818,175809
175819,169075
175820,175819
175819,175809
175820,169075
175809,169075
175820,175809
175821,169904
170845,175822
170845,175823
170845,175810
175823,175822
175810,175822
175810,175823
175298,175824
169571,175298
169571,175824
175825,175826
175827,175826
175828,175826
175827,175825
175825,175828
175827,175828
175790,170096
175790,175829
175829,170096
171746,175738
175830,175672
175831,171161
175832,171161
169006,171161
175831,175832
175831,169006
175832,169006
175833,175834
175821,169075
171828,169075
175821,171828
174567,175835
169042,174567
23077,174567
174567,175836
174567,169904
169042,175835
23077,175835
175836,175835
169904,175835
169042,23077
169042,175836
169042,169904
23077,175836
23077,169904
169904,175836
175837,175826
175790,175826
175826,175838
172900,175826
175826,150153
175820,175826
175790,175837
175837,175838
172900,175837
175837,150153
175820,175837
175790,175838
172900,175790
175790,150153
175790,175820
172900,175838
150153,175838
175820,175838
172900,150153
172900,175820
175820,150153
175839,174374
174374,175458
174374,175840
174374,173813
174374,175841
174374,175842
175839,175458
175839,175840
175839,173813
175839,175841
175839,175842
175840,175458
173813,175458
175841,175458
175842,175458
173813,175840
175841,175840
175840,175842
175841,173813
173813,175842
175841,175842
175843,175844
175845,175843
171394,175843
175846,175843
175845,175844
171394,175844
175846,175844
171394,175845
175846,175845
171394,175846
175672,175847
171576,175847
175848,175847
175849,175847
175850,175847
175672,171576
175672,175848
175672,175849
175850,175672
175848,171576
175849,171576
175850,171576
175848,175849
175850,175848
175850,175849
174684,171830
174684,175851
174684,169869
175851,171830
169869,171830
175851,169869
175790,175852
175853,175852
172900,175852
175854,175852
174030,175852
175853,175790
172900,175790
175854,175790
174030,175790
172900,175853
175854,175853
174030,175853
175854,172900
174030,172900
174030,175854
175820,169075
175855,175856
175855,175857
175856,175857
171369,169826
171369,175858
171369,175844
175858,169826
175844,169826
175858,175844
172378,169904
169006,169659
169659,175859
169659,175836
175860,169659
169006,175859
169006,175836
175860,169006
175859,175836
175860,175859
175860,175836
175861,170096
175861,175862
175861,133933
175862,170096
133933,170096
175862,133933
174741,169396
174741,131913
131913,169396
172952,175863
175863,175864
175865,175863
175866,175863
116058,175863
172952,175864
175865,172952
175866,172952
172952,116058
175865,175864
175866,175864
116058,175864
175865,175866
175865,116058
175866,116058
171469,169354
171469,175867
171469,175365
171469,175868
171469,175869
171469,169075
171469,175870
171469,172900
171469,144462
171469,175871
171469,150063
169354,175867
175365,169354
169354,175868
175869,169354
169354,169075
169354,175870
172900,169354
169354,144462
169354,175871
169354,150063
175365,175867
175867,175868
175869,175867
175867,169075
175867,175870
172900,175867
175867,144462
175867,175871
175867,150063
175365,175868
175365,175869
175365,169075
175365,175870
172900,175365
175365,144462
175365,175871
175365,150063
175869,175868
175868,169075
175868,175870
172900,175868
175868,144462
175868,175871
175868,150063
175869,169075
175869,175870
172900,175869
175869,144462
175869,175871
175869,150063
175870,169075
172900,169075
144462,169075
175871,169075
150063,169075
172900,175870
175870,144462
175871,175870
150063,175870
172900,144462
172900,175871
172900,150063
175871,144462
150063,144462
150063,175871
175872,151506
151506,175873
175874,151506
175875,151506
175872,175873
175872,175874
175872,175875
175874,175873
175875,175873
175874,175875
174684,175876
174684,173147
174684,175877
173147,175876
175877,175876
173147,175877
137480,175878
175879,175878
175878,175880
175879,137480
137480,175880
175879,175880
175881,170779
175882,175883
175325,175884
173813,175884
175325,173813
175885,175886
175531,175886
175865,175886
175887,175886
175860,175886
175885,175531
175885,175865
175885,175887
175885,175860
175865,175531
175531,175887
175531,175860
175865,175887
175865,175860
175860,175887
175672,175888
175672,175864
175672,164365
172900,175672
175889,175672
175672,175890
175888,175864
175888,164365
172900,175888
175889,175888
175890,175888
164365,175864
172900,175864
175889,175864
175890,175864
172900,164365
175889,164365
175890,164365
175889,172900
172900,175890
175889,175890
175891,175892
175893,175892
175894,175892
175895,175892
175891,175893
175894,175891
175895,175891
175894,175893
175895,175893
175895,175894
175855,175836
175855,175365
175365,175836
134338,170748
172378,170748
170748,175896
134338,172378
134338,175896
172378,175896
175897,175898
175381,175898
175381,175897
175899,175900
175899,175901
175900,175901
169826,175864
173367,169826
175860,169826
169571,169826
173367,175864
175860,175864
169571,175864
175860,173367
169571,173367
175860,169571
175902,169075
175903,169075
175904,169075
175903,175902
175904,175902
175903,175904
56832,175365
175891,175905
172389,171816
172389,170096
171816,170096
175906,175855
175906,175907
175906,175708
175906,172900
175906,175908
175855,175907
175855,175708
175855,172900
175855,175908
175708,175907
172900,175907
175908,175907
172900,175708
175908,175708
172900,175908
175909,134152
175325,175909
175909,175910
175325,134152
175910,134152
175325,175910
175911,175912
175913,175901
173813,175901
175913,173813
175914,169006
175381,175915
175916,175915
175381,175916
143343,175917
143343,175893
175918,143343
143343,169075
175919,143343
175917,175893
175918,175917
175917,169075
175919,175917
175918,175893
175893,169075
175919,175893
175918,169075
175918,175919
175919,169075
169780,175920
175877,169780
169780,175921
175922,169780
169780,100760
175877,175920
175921,175920
175922,175920
100760,175920
175877,175921
175922,175877
175877,100760
175922,175921
100760,175921
175922,100760
169421,174516
175923,175924
175925,174071
175926,175898
175898,175927
169421,175898
175890,175898
175926,175927
169421,175926
175890,175926
169421,175927
175890,175927
169421,175890
175928,175310
175441,175929
169550,175930
169550,170748
170748,175930
175931,175932
173813,175931
173813,175932
175933,169963
175934,169963
175935,169963
175934,175933
175935,175933
175935,175934
175936,170060
170060,175937
170194,170060
169061,170060
170060,175938
175936,175937
175936,170194
175936,169061
175936,175938
170194,175937
169061,175937
175937,175938
169061,170194
170194,175938
169061,175938
147475,175939
175940,172089
166677,169256
175941,175942
175941,173813
175941,175943
175941,175441
175941,175944
173813,175942
175943,175942
175441,175942
175944,175942
175943,173813
175441,173813
175944,173813
175441,175943
175944,175943
175441,175944
175945,175946
175947,175948
175718,171928
171928,170096
175718,170096
169863,175949
175950,175949
175950,169863
175162,170346
171556,170346
175951,170346
175162,171556
175162,175951
171556,175951
175952,136670
175953,4881
173813,4881
175954,4881
152140,4881
175953,173813
175954,175953
175953,152140
175954,173813
173813,152140
175954,152140
170230,175955
175955,175956
175955,175957
141493,175955
170230,175956
170230,175957
141493,170230
175956,175957
141493,175956
141493,175957
175946,175958
175959,175946
175960,175946
175961,175946
175959,175958
175960,175958
175961,175958
175959,175960
175959,175961
175960,175961
175962,172002
171132,170482
171132,175949
171132,175963
170482,175949
170482,175963
175963,175949
175950,171324
175414,169303
141917,170748
171174,170748
171174,141917
175954,175964
169812,175965
175966,169812
169812,172089
170194,169812
175966,175965
175965,172089
170194,175965
175966,172089
170194,175966
170194,172089
47007,139636
47007,175967
47007,175766
47007,172002
171923,47007
175967,139636
175766,139636
139636,172002
171923,139636
175766,175967
175967,172002
171923,175967
175766,172002
171923,175766
171923,172002
175636,175933
175162,175968
175162,170096
170096,175968
175969,175970
169303,169659
175971,169659
173813,169659
175972,169659
175971,169303
169303,173813
169303,175972
175971,173813
175971,175972
175972,173813
175973,175974
171637,175975
174031,175975
174031,171637
175976,175977
175978,175976
175978,175977
175718,175976
171196,170096
171196,175979
171324,171196
171196,175907
171196,173131
175979,170096
171324,170096
170096,175907
173131,170096
171324,175979
175979,175907
175979,173131
171324,175907
171324,173131
173131,175907
175980,175981
175980,175766
175980,175982
175980,169904
175766,175981
175981,175982
175981,169904
175766,175982
175766,169904
175982,169904
173813,169811
169729,169811
169729,173813
174309,175983
175981,175983
175970,175983
173453,175983
174309,175981
174309,175970
173453,174309
175981,175970
173453,175981
173453,175970
175984,175985
169967,175985
169967,175984
174589,169243
171324,175986
175987,175986
171324,175987
175988,175989
175990,175989
175988,175990
169514,169520
175978,169520
175991,169520
169514,175978
169514,175991
175991,175978
175455,175992
169012,175992
175993,175992
169012,175455
175993,175455
175993,169012
175994,175995
175996,175995
175997,175995
175994,175996
175994,175997
175996,175997
175998,169201
175975,175998
175998,169554
175998,169381
170002,175998
175998,175968
175998,169904
175975,169201
169201,169554
169381,169201
170002,169201
169201,175968
169201,169904
175975,169554
175975,169381
170002,175975
175975,175968
175975,169904
169381,169554
170002,169554
169554,175968
169554,169904
170002,169381
169381,175968
169381,169904
170002,175968
170002,169904
169904,175968
175562,173813
175562,174232
174232,173813
175999,176000
176000,169025
176000,170708
176000,116058
175999,169025
175999,170708
175999,116058
169025,170708
169025,116058
170708,116058
174684,172191
174684,175970
174684,95480
175970,172191
95480,172191
95480,175970
173289,176001
136376,176002
136376,176003
174515,136376
136376,176004
176003,176002
174515,176002
176002,176004
174515,176003
176003,176004
174515,176004
176005,170096
142110,170096
176006,170096
176005,142110
176006,176005
176006,142110
169501,147254
176007,147254
176007,169501
169075,175992
172267,169075
173813,169075
172267,175992
173813,175992
173813,172267
176008,173472
176009,176010
176011,176010
176012,176010
176013,176010
171675,176010
176014,176010
176015,176010
176010,116058
176009,176011
176009,176012
176009,176013
176009,171675
176014,176009
176009,176015
176009,116058
176012,176011
176011,176013
176011,171675
176014,176011
176015,176011
176011,116058
176012,176013
176012,171675
176014,176012
176012,176015
176012,116058
176013,171675
176014,176013
176015,176013
176013,116058
176014,171675
176015,171675
171675,116058
176014,176015
176014,116058
176015,116058
174684,172957
174684,169886
172957,169886
176016,169440
169440,176017
168997,169440
5607,169440
176016,176017
176016,168997
176016,5607
168997,176017
5607,176017
168997,5607
173289,169086
169086,173126
169086,176018
169086,169701
169086,176019
169086,175968
169086,176020
173289,173126
173289,176018
173289,169701
173289,176019
173289,175968
173289,176020
176018,173126
169701,173126
176019,173126
175968,173126
176020,173126
176018,169701
176018,176019
176018,175968
176020,176018
169701,176019
169701,175968
176020,169701
175968,176019
176020,176019
176020,175968
171132,171565
171132,173442
171132,169554
171132,176021
171132,176022
173442,171565
169554,171565
176021,171565
176022,171565
173442,169554
173442,176021
176022,173442
176021,169554
176022,169554
176022,176021
137470,175981
175981,169954
176023,175981
176024,175981
176025,175981
169196,175981
137470,169954
137470,176023
176024,137470
176025,137470
169196,137470
176023,169954
176024,169954
176025,169954
169196,169954
176024,176023
176025,176023
169196,176023
176025,176024
176024,169196
176025,169196
176026,169086
169086,172952
169086,168997
169086,175816
176027,169086
169086,176028
169086,172219
176026,172952
176026,168997
176026,175816
176027,176026
176026,176028
176026,172219
168997,172952
172952,175816
176027,172952
172952,176028
172219,172952
168997,175816
176027,168997
168997,176028
168997,172219
176027,175816
175816,176028
172219,175816
176027,176028
176027,172219
172219,176028
176029,176030
176029,176031
172193,176029
176029,176032
174849,176029
176029,175335
169061,176029
176031,176030
172193,176030
176030,176032
174849,176030
175335,176030
169061,176030
172193,176031
176031,176032
174849,176031
175335,176031
169061,176031
172193,176032
172193,174849
172193,175335
169061,172193
174849,176032
175335,176032
169061,176032
174849,175335
169061,174849
169061,175335
176033,171161
176033,170344
176033,176034
176033,176035
170344,171161
176034,171161
171161,176035
170344,176034
170344,176035
176034,176035
175306,175981
169265,175306
176036,175306
173442,175306
175306,175279
176037,175306
169265,175981
176036,175981
173442,175981
175981,175279
176037,175981
176036,169265
169265,173442
169265,175279
169265,176037
176036,173442
176036,175279
176036,176037
173442,175279
176037,173442
176037,175279
176038,176039
176039,176040
176039,176041
176039,169075
176038,176040
176038,176041
176038,169075
176041,176040
176040,169075
176041,169075
169086,176042
169086,176043
169086,173165
169086,176023
169086,176044
169086,176045
176043,176042
176042,173165
176023,176042
176044,176042
176045,176042
176043,173165
176043,176023
176044,176043
176043,176045
176023,173165
176044,173165
176045,173165
176044,176023
176045,176023
176044,176045
169129,176046
176047,176046
174684,176046
168997,176046
174849,176046
172008,176046
176047,169129
174684,169129
168997,169129
174849,169129
172008,169129
174684,176047
168997,176047
174849,176047
176047,172008
174684,168997
174684,174849
174684,172008
168997,174849
168997,172008
174849,172008
169061,170096
169061,169826
169061,176048
170096,169826
176048,170096
176048,169826
170259,169520
169520,176030
175335,169520
169869,169520
176049,169520
150063,169520
170259,176030
175335,170259
169869,170259
176049,170259
150063,170259
175335,176030
169869,176030
176049,176030
150063,176030
169869,175335
176049,175335
150063,175335
176049,169869
150063,169869
176049,150063
171324,176050
171324,170344
171324,169501
171324,176051
170344,176050
169501,176050
176050,176051
169501,170344
170344,176051
169501,176051
176052,171161
176052,176053
176024,176052
171161,176053
176024,171161
176024,176053
169148,175306
169148,128257
169148,172375
176027,169148
169148,147776
175306,128257
175306,172375
176027,175306
175306,147776
128257,172375
176027,128257
147776,128257
176027,172375
147776,172375
176027,147776
176054,176055
174013,176055
176054,174013
134317,169075
176056,169075
176057,169075
134317,176056
134317,176057
176057,176056
173328,176058
170976,176058
176059,176058
175627,176058
169061,176058
176060,176058
170976,173328
176059,173328
175627,173328
169061,173328
176060,173328
176059,170976
175627,170976
169061,170976
176060,170976
175627,176059
169061,176059
176060,176059
169061,175627
176060,175627
169061,176060
175222,170096
175222,174849
175222,175704
174849,170096
175704,170096
174849,175704
176037,82039
176037,176061
176037,176062
82039,176061
176062,82039
176062,176061
176014,176063
176063,176064
176065,176063
176014,176064
176014,176065
176065,176064
176066,175123
176067,176066
170822,176066
176023,176066
168997,176066
176068,176066
176069,176066
174883,176066
176067,175123
170822,175123
176023,175123
168997,175123
176068,175123
176069,175123
174883,175123
170822,176067
176023,176067
168997,176067
176068,176067
176069,176067
174883,176067
170822,176023
170822,168997
170822,176068
170822,176069
170822,174883
168997,176023
176068,176023
176069,176023
174883,176023
176068,168997
176069,168997
174883,168997
176069,176068
174883,176068
176069,174883
176070,176071
169891,176071
176072,176071
171369,176071
176045,176071
176073,176071
176070,169891
176070,176072
171369,176070
176070,176045
176070,176073
169891,176072
171369,169891
176045,169891
169891,176073
171369,176072
176045,176072
176073,176072
171369,176045
171369,176073
176045,176073
175378,176074
175378,176030
176074,176030
176075,169075
176076,169075
176076,176075
150653,169086
150653,172952
150653,169891
150653,176077
150653,176078
150653,23077
150653,169061
169086,172952
169086,169891
176077,169086
169086,176078
169086,23077
169061,169086
169891,172952
176077,172952
172952,176078
172952,23077
169061,172952
176077,169891
169891,176078
169891,23077
169061,169891
176077,176078
176077,23077
176077,169061
23077,176078
169061,176078
169061,23077
176079,142676
176079,169891
176079,170976
176080,176079
142676,169891
142676,170976
176080,142676
169891,170976
176080,169891
176080,170976
176081,176082
176082,170829
176081,170829
176083,176084
176085,175873
171324,176085
176085,168997
176065,176085
176085,170854
176085,169012
176086,176085
171324,175873
168997,175873
176065,175873
175873,170854
169012,175873
176086,175873
171324,168997
171324,176065
171324,170854
171324,169012
176086,171324
176065,168997
168997,170854
168997,169012
176086,168997
176065,170854
176065,169012
176086,176065
169012,170854
176086,170854
176086,169012
176087,174452
176087,170096
176087,176088
175222,176087
170096,174452
176088,174452
175222,174452
176088,170096
175222,170096
175222,176088
176089,176090
176091,169075
176092,169075
169501,169075
176092,176091
169501,176091
169501,176092
176093,176094
176094,176095
176094,176096
176094,176097
176094,176098
176094,168991
176093,176095
176093,176096
176093,176097
176093,176098
176093,168991
176095,176096
176095,176097
176098,176095
176095,168991
176096,176097
176098,176096
168991,176096
176098,176097
168991,176097
176098,168991
176099,138325
169246,138325
169061,138325
171884,138325
176099,169246
176099,169061
171884,176099
169061,169246
171884,169246
171884,169061
171132,176100
171132,176101
171132,176102
176100,176101
176100,176102
176102,176101
176103,176104
176083,57791
174783,57791
176023,57791
174783,176083
176083,176023
174783,176023
176105,176106
176107,176106
176106,174452
176106,176023
168997,176106
176086,176106
176107,176105
176105,174452
176105,176023
168997,176105
176086,176105
176107,174452
176107,176023
176107,168997
176086,176107
176023,174452
168997,174452
176086,174452
168997,176023
176086,176023
176086,168997
170708,176031
176108,176031
150869,176031
176108,170708
150869,170708
150869,176108
176109,171960
176110,176109
176110,171960
176079,176111
176079,176112
176079,176113
176111,176112
176111,176113
176113,176112
176114,169108
169108,170096
169108,176115
176116,169108
169108,169075
169061,169108
176117,169108
176114,170096
176114,176115
176116,176114
176114,169075
169061,176114
176117,176114
170096,176115
176116,170096
170096,169075
169061,170096
176117,170096
176116,176115
169075,176115
169061,176115
176117,176115
176116,169075
169061,176116
176117,176116
169061,169075
176117,169075
176117,169061
176118,175536
176119,175536
176118,176119
169148,176120
169148,153328
153328,176120
176121,176122
21840,176121
21840,176122
168997,176123
168997,176124
176125,168997
176124,176123
176125,176123
176125,176124
176106,171264
176106,174452
176106,176126
176106,176023
176106,176127
171264,174452
171264,176126
176023,171264
171264,176127
176126,174452
176023,174452
176127,174452
176023,176126
176127,176126
176023,176127
176128,176102
145974,171960
172953,171960
176129,171960
171960,176130
172953,145974
145974,176129
145974,176130
172953,176129
172953,176130
176129,176130
176069,176131
176069,175924
176069,170096
176132,176069
176069,176133
176069,176134
176135,176069
176131,175924
176131,170096
176132,176131
176131,176133
176131,176134
176135,176131
170096,175924
176132,175924
176133,175924
176134,175924
176135,175924
176132,170096
176133,170096
170096,176134
176135,170096
176132,176133
176132,176134
176132,176135
176133,176134
176135,176133
176135,176134
176136,175352
176137,175352
175352,172002
176137,176136
176136,172002
176137,172002
176107,170685
176052,170685
170685,176138
49509,170685
176139,170685
153328,170685
176107,176052
176107,176138
176107,49509
176107,176139
176107,153328
176052,176138
176052,49509
176139,176052
176052,153328
49509,176138
176139,176138
153328,176138
176139,49509
49509,153328
176139,153328
176140,176141
176141,169075
176140,169075
44036,176142
176143,176142
176143,44036
176144,171264
176144,176145
176144,176118
176144,176125
176144,172921
176144,175722
171264,176145
176118,171264
176125,171264
171264,172921
175722,171264
176118,176145
176125,176145
172921,176145
175722,176145
176118,176125
176118,172921
176118,175722
176125,172921
176125,175722
175722,172921
175217,176146
176146,176147
176148,176146
176149,176146
175217,176147
176148,175217
175217,176149
176148,176147
176149,176147
176148,176149
145974,176150
176110,176136
176151,176110
176110,175245
176110,176152
176151,176136
175245,176136
176136,176152
176151,175245
176151,176152
175245,176152
176153,176154
176155,176154
176154,176156
176155,176153
176153,176156
176155,176156
176157,176158
176157,176159
169421,176157
150869,176157
176158,176159
169421,176158
150869,176158
169421,176159
150869,176159
150869,169421
171264,173550
175821,173550
133205,173550
176160,173550
170993,173550
175821,171264
171264,133205
171264,176160
171264,170993
175821,133205
175821,176160
175821,170993
176160,133205
170993,133205
170993,176160
174783,176161
176162,176161
174783,176162
176148,176092
176163,176147
176163,176104
176163,176149
176163,176164
176163,176165
176104,176147
176149,176147
176164,176147
176165,176147
176104,176149
176104,176164
176104,176165
176164,176149
176149,176165
176164,176165
176166,141286
176167,175970
176167,173813
173813,175970
170708,156
176168,10865
174429,176169
175615,176169
175615,174429
176170,169729
176171,172666
176172,172666
176172,176171
176173,176174
173575,176173
176173,174845
176173,175970
173575,176174
174845,176174
176174,175970
173575,174845
173575,175970
174845,175970
175303,169659
173813,169659
174820,169659
176175,169659
175303,173813
175303,174820
176175,175303
174820,173813
176175,173813
176175,174820
176176,176169
176169,176177
176176,176177
176178,176179
176180,176179
170027,176179
176181,176179
176178,176180
170027,176178
176181,176178
170027,176180
176181,176180
170027,176181
170346,174736
170346,169424
169424,174736
171132,176182
171132,173646
171132,170426
176182,173646
176182,170426
173646,170426
173575,176183
176183,176184
176183,169729
173575,176184
173575,169729
169729,176184
176185,174031
176185,176186
176185,172588
176185,174032
174031,176186
174031,172588
174031,174032
176186,172588
174032,176186
174032,172588
176187,141248
176187,176188
176188,141248
171264,176189
175942,176189
176190,176189
174955,176189
176189,172209
176191,176189
176189,172666
171264,175942
171264,176190
174955,171264
171264,172209
171264,176191
171264,172666
176190,175942
174955,175942
175942,172209
176191,175942
175942,172666
174955,176190
176190,172209
176190,176191
176190,172666
174955,172209
174955,176191
174955,172666
176191,172209
172209,172666
176191,172666
176192,176193
176194,176193
176194,176192
176195,176196
176176,176196
176197,176196
176176,176195
176195,176197
176176,176197
169365,169826
139326,169826
176198,169826
176199,169826
150153,169826
176200,169826
169365,139326
169365,176198
169365,176199
169365,150153
169365,176200
139326,176198
176199,139326
139326,150153
176200,139326
176199,176198
150153,176198
176200,176198
176199,150153
176199,176200
176200,150153
160762,176201
170981,176183
170981,175960
170981,176202
170981,176203
170981,176204
175960,176183
176183,176202
176183,176203
176183,176204
175960,176202
175960,176203
175960,176204
176203,176202
176204,176202
176204,176203
176205,175777
176205,174871
176205,176206
176205,176207
176205,176208
176205,135094
175777,174871
175777,176206
175777,176207
176208,175777
175777,135094
176206,174871
176207,174871
176208,174871
135094,174871
176207,176206
176208,176206
135094,176206
176208,176207
176207,135094
176208,135094
176023,173813
169144,176023
176023,176209
176023,176210
169144,173813
176209,173813
176210,173813
169144,176209
169144,176210
176209,176210
176211,171264
176212,176211
176211,172209
176211,176213
176214,176211
176212,171264
171264,172209
171264,176213
176214,171264
176212,172209
176212,176213
176214,176212
172209,176213
176214,172209
176214,176213
172184,176215
176216,172184
172115,172184
172184,172666
176216,176215
172115,176215
176215,172666
172115,176216
176216,172666
172115,172666
176217,139326
176218,139326
139326,169729
176218,176217
176217,169729
176218,169729
176219,169826
176220,169826
176221,169826
176222,169826
176191,169826
172666,169826
176220,176219
176221,176219
176222,176219
176219,176191
176219,172666
176220,176221
176220,176222
176220,176191
176220,172666
176221,176222
176221,176191
176221,172666
176222,176191
176222,172666
176191,172666
176223,176224
176223,176225
176223,174695
176225,176224
176224,174695
176225,174695
176183,176226
170981,176183
176227,176183
170981,176226
176227,176226
170981,176227
176228,174884
174884,176168
174884,175970
176228,176168
176228,175970
176168,175970
173813,176229
169144,176229
176176,176229
176200,176229
169144,173813
176176,173813
176200,173813
176176,169144
176200,169144
176176,176200
175419,176230
175419,170226
176230,170226
176231,142594
176231,174751
176231,176232
176231,172115
176231,176233
176231,176234
176231,176235
174751,142594
176232,142594
172115,142594
176233,142594
176234,142594
176235,142594
174751,176232
174751,172115
174751,176233
174751,176234
174751,176235
172115,176232
176233,176232
176234,176232
176235,176232
172115,176233
172115,176234
176235,172115
176234,176233
176235,176233
176235,176234
172179,176236
172179,176237
172179,176238
172179,176191
172179,176239
176237,176236
176236,176238
176236,176191
176239,176236
176237,176238
176237,176191
176239,176237
176191,176238
176239,176238
176239,176191
169460,176240
169460,175252
176241,169460
176240,175252
176241,176240
176241,175252
170540,176242
176242,176243
176242,169302
176242,162278
176242,176244
176242,176245
170540,176243
170540,169302
170540,162278
170540,176244
170540,176245
169302,176243
176243,162278
176244,176243
176243,176245
169302,162278
169302,176244
169302,176245
176244,162278
162278,176245
176244,176245
176246,176168
176246,176247
176246,176248
176246,176200
176247,176168
176248,176168
176200,176168
176247,176248
176200,176247
176200,176248
176173,175258
176249,176173
176205,176173
176173,136145
176173,173632
176173,176250
176173,176251
176173,169849
176249,175258
176205,175258
175258,136145
175258,173632
175258,176250
175258,176251
175258,169849
176205,176249
176249,136145
176249,173632
176249,176250
176249,176251
176249,169849
176205,136145
176205,173632
176205,176250
176205,176251
176205,169849
136145,173632
176250,136145
176251,136145
169849,136145
176250,173632
176251,173632
169849,173632
176251,176250
169849,176250
176251,169849
175970,176252
176252,176253
176254,176252
169023,176252
176255,176252
176256,176252
174915,176252
175069,176252
176257,176252
175970,176253
176254,175970
169023,175970
176255,175970
176256,175970
174915,175970
175069,175970
176257,175970
176254,176253
169023,176253
176255,176253
176256,176253
174915,176253
175069,176253
176257,176253
169023,176254
176255,176254
176256,176254
174915,176254
175069,176254
176257,176254
176255,169023
169023,176256
174915,169023
175069,169023
176257,169023
176255,176256
174915,176255
176255,175069
176257,176255
174915,176256
175069,176256
176257,176256
174915,175069
176257,174915
176257,175069
169303,170096
174751,176258
171324,176258
176258,169037
176258,176259
176258,176260
174751,171324
174751,169037
174751,176259
174751,176260
171324,169037
171324,176259
171324,176260
169037,176259
169037,176260
176260,176259
176023,169037
176023,145417
176023,92953
176023,176261
171884,176023
145417,169037
169037,92953
176261,169037
171884,169037
145417,92953
176261,145417
171884,145417
176261,92953
171884,92953
171884,176261
176262,176263
176262,169061
176262,176264
169061,176263
176263,176264
169061,176264
176265,169826
176266,169826
173813,169826
169052,169826
176265,176266
176265,173813
176265,169052
173813,176266
169052,176266
169052,173813
170540,176267
173661,176267
176268,176267
176269,176267
173661,170540
170540,176268
176269,170540
173661,176268
176269,173661
176269,176268
176270,176271
176272,176271
176271,176273
176270,176272
176270,176273
176272,176273
176274,176275
176274,176276
176276,176275
176277,176278
175941,176277
176277,176279
176280,176277
176277,176281
175941,176278
176279,176278
176280,176278
176278,176281
175941,176279
176280,175941
175941,176281
176280,176279
176279,176281
176280,176281
176282,175490
176283,176282
176283,175490
176284,176285
176284,169303
176284,170623
169303,176285
170623,176285
170623,169303
176286,176287
176288,176287
171886,176287
134112,176287
176287,175970
176288,176286
176286,171886
134112,176286
176286,175970
176288,171886
134112,176288
176288,175970
134112,171886
171886,175970
134112,175970
134740,176289
176290,176289
173862,176289
176291,176289
176290,134740
173862,134740
176291,134740
173862,176290
176290,176291
173862,176291
170540,48505
170540,169302
170540,176292
176293,170540
48505,169302
48505,176292
176293,48505
169302,176292
176293,169302
176293,176292
165113,176288
176023,176288
176294,176288
176295,176288
176296,176288
176288,176254
176297,176288
176298,176288
176288,169849
176299,176288
165113,176023
176294,165113
165113,176295
176296,165113
165113,176254
176297,165113
176298,165113
165113,169849
176299,165113
176294,176023
176023,176295
176296,176023
176023,176254
176297,176023
176298,176023
176023,169849
176299,176023
176294,176295
176294,176296
176294,176254
176294,176297
176294,176298
176294,169849
176294,176299
176296,176295
176295,176254
176297,176295
176298,176295
176295,169849
176299,176295
176296,176254
176296,176297
176296,176298
176296,169849
176296,176299
176297,176254
176298,176254
169849,176254
176299,176254
176297,176298
176297,169849
176299,176297
176298,169849
176299,176298
176299,169849
176300,173165
176300,176301
176302,176300
176300,172191
176300,176303
176300,176304
173165,176301
176302,173165
173165,172191
173165,176303
173165,176304
176302,176301
176301,172191
176301,176303
176301,176304
176302,172191
176302,176303
176302,176304
176303,172191
172191,176304
176303,176304
176278,169256
169256,174928
176278,174928
176305,169836
169836,173813
169836,176306
169836,170182
169836,176307
176305,173813
176305,176306
