Mac1,Mac2
186539,186445
186540,186445
181462,178269
186539,178269
186540,178269
186539,181462
186540,181462
186539,186540
179031,171374
186541,171374
171374,186542
186386,171374
186541,179031
179031,186542
186386,179031
186541,186542
186541,186386
186386,186542
186543,186532
186544,186532
186545,186532
186532,186546
186509,186532
169061,186532
186547,186532
186543,186544
186545,186543
186543,186546
186543,186509
186543,169061
186543,186547
186545,186544
186544,186546
186509,186544
169061,186544
186547,186544
186545,186546
186545,186509
186545,169061
186545,186547
186509,186546
169061,186546
186547,186546
169061,186509
186547,186509
186547,169061
186548,184004
184004,171048
184004,186549
186550,184004
184004,170993
186548,171048
186548,186549
186550,186548
186548,170993
171048,186549
186550,171048
170993,171048
186550,186549
170993,186549
186550,170993
186551,131266
186551,176580
186551,186552
186551,172219
176580,131266
186552,131266
172219,131266
186552,176580
172219,176580
172219,186552
186553,186554
186553,147464
186553,172209
186554,147464
172209,186554
172209,147464
156,186555
186556,156
186557,156
186558,156
186556,186555
186557,186555
186558,186555
186557,186556
186558,186556
186557,186558
21064,186559
169187,186559
21064,169187
186541,186560
186527,186560
186560,186561
186562,186560
186386,186560
186527,186541
186541,186561
186541,186562
186541,186386
186527,186561
186527,186562
186527,186386
186562,186561
186386,186561
186386,186562
173239,147133
177588,173239
177588,147133
177596,186563
177596,171374
186563,171374
171350,186564
181462,186564
186548,186564
186547,186564
47507,186564
171350,181462
171350,186548
171350,186547
171350,47507
181462,186548
186547,181462
181462,47507
186547,186548
186548,47507
186547,47507
169061,186565
169061,186566
186565,186566
185492,131266
185215,185492
185215,131266
186567,147464
186567,186568
186567,186569
186568,147464
186569,147464
186568,186569
186570,186541
169187,185767
185767,171048
185767,186549
175325,185767
186571,185767
186386,185767
186572,185767
169187,171048
169187,186549
169187,175325
169187,186571
169187,186386
169187,186572
171048,186549
175325,171048
186571,171048
186386,171048
186572,171048
175325,186549
186571,186549
186386,186549
186572,186549
186571,175325
186386,175325
175325,186572
186386,186571
186571,186572
186386,186572
186573,186574
186575,186574
186576,186574
186575,186573
186573,186576
186575,186576
169103,71177
71177,179442
170873,71177
186577,71177
169103,179442
170873,169103
186577,169103
170873,179442
186577,179442
186577,170873
172406,186527
172406,186578
172406,184479
172406,180268
186527,186578
186527,184479
186527,180268
186578,184479
180268,186578
180268,184479
171114,186579
171114,179516
171114,186580
171114,181462
171114,3775
171114,186581
171114,141320
186579,179516
186579,186580
186579,181462
186579,3775
186579,186581
186579,141320
179516,186580
181462,179516
3775,179516
179516,186581
141320,179516
181462,186580
3775,186580
186580,186581
141320,186580
3775,181462
181462,186581
181462,141320
3775,186581
3775,141320
141320,186581
186582,186565
186565,180057
186582,180057
169061,186583
186583,185944
186583,183894
169061,185944
169061,183894
185944,183894
172162,186584
172162,186585
172162,3775
186585,186584
3775,186584
186585,3775
186586,186557
186586,171048
186557,171048
169103,186568
186587,169103
169103,186588
186589,169103
169273,169103
185215,169103
186587,186568
186588,186568
186589,186568
169273,186568
185215,186568
186587,186588
186587,186589
186587,169273
186587,185215
186589,186588
169273,186588
185215,186588
169273,186589
185215,186589
169273,185215
186590,153280
186590,173548
153280,173548
172406,186591
186591,186592
172406,186592
143249,185224
143249,186593
143249,180057
186593,185224
180057,185224
180057,186593
186594,186595
139301,186595
186596,186595
186595,183036
186597,186595
186386,186595
186595,186583
186598,186595
169061,186595
179790,186595
178879,186595
139301,186594
186596,186594
186594,183036
186597,186594
186386,186594
186594,186583
186594,186598
169061,186594
186594,179790
178879,186594
186596,139301
139301,183036
186597,139301
186386,139301
139301,186583
139301,186598
169061,139301
139301,179790
178879,139301
186596,183036
186597,186596
186386,186596
186596,186583
186596,186598
169061,186596
186596,179790
178879,186596
186597,183036
186386,183036
183036,186583
186598,183036
169061,183036
179790,183036
178879,183036
186597,186386
186597,186583
186597,186598
186597,169061
186597,179790
178879,186597
186386,186583
186386,186598
169061,186386
186386,179790
178879,186386
186598,186583
169061,186583
179790,186583
178879,186583
169061,186598
186598,179790
178879,186598
169061,179790
178879,169061
178879,179790
186582,184479
186599,185767
186600,185767
185454,185767
186601,185767
186599,186600
186599,185454
186599,186601
186600,185454
186601,186600
186601,185454
186602,186603
158378,186602
186602,186604
186605,186602
158378,186603
186604,186603
186605,186603
158378,186604
158378,186605
186605,186604
186606,186607
186608,186607
173827,186607
186575,186607
186609,186607
186606,186608
173827,186606
186575,186606
186606,186609
173827,186608
186575,186608
186608,186609
173827,186575
173827,186609
186575,186609
186610,183684
186611,186610
177939,186610
186611,183684
177939,183684
186611,177939
181462,186612
175561,186591
177910,186591
186591,186613
175561,177910
175561,186613
177910,186613
177588,186614
186615,175274
186386,175274
186615,186386
183036,171774
186616,171774
186617,171774
137869,171774
186618,171774
178879,171774
186616,183036
183036,186617
183036,137869
186618,183036
178879,183036
186616,186617
186616,137869
186618,186616
178879,186616
186617,137869
186618,186617
178879,186617
186618,137869
178879,137869
186618,178879
135921,186619
139369,186619
186620,186619
180057,186619
135921,139369
135921,186620
135921,180057
139369,186620
139369,180057
186620,180057
186445,185767
186621,185767
186622,185767
185767,80121
186623,185767
185767,186624
185767,173799
186621,186445
186445,186622
186445,80121
186623,186445
186445,186624
186445,173799
186621,186622
186621,80121
186623,186621
186621,186624
186621,173799
186622,80121
186623,186622
186622,186624
186622,173799
186623,80121
186624,80121
80121,173799
186623,186624
186623,173799
186624,173799
186625,171048
186626,181446
185892,181446
186627,181446
181446,186628
186626,185892
186626,186627
186626,186628
185892,186627
185892,186628
186627,186628
186591,186629
186591,186630
186591,186631
186591,181462
173553,186591
186591,186632
186591,33681
186630,186629
186631,186629
181462,186629
173553,186629
186632,186629
33681,186629
186630,186631
181462,186630
173553,186630
186630,186632
186630,33681
181462,186631
173553,186631
186631,186632
33681,186631
173553,181462
181462,186632
181462,33681
173553,186632
173553,33681
33681,186632
177939,186633
170238,177939
177939,178423
170238,186633
186633,178423
170238,178423
178518,186634
186635,186634
186634,172538
186634,186386
186634,186636
186634,179964
186634,183036
178518,186635
178518,172538
178518,186386
178518,186636
178518,179964
178518,183036
186635,172538
186635,186386
186635,186636
186635,179964
186635,183036
186386,172538
172538,186636
179964,172538
172538,183036
186386,186636
186386,179964
186386,183036
179964,186636
183036,186636
179964,183036
186637,131266
186638,131266
186386,131266
186639,131266
186638,186637
186386,186637
186639,186637
186638,186386
186638,186639
186639,186386
186640,186641
186642,186641
186641,186643
186644,186641
186645,186641
186386,186641
185441,186641
186646,186641
186640,186642
186640,186643
186644,186640
186640,186645
186640,186386
186640,185441
186640,186646
186642,186643
186644,186642
186645,186642
186386,186642
185441,186642
186646,186642
186644,186643
186645,186643
186386,186643
185441,186643
186646,186643
186644,186645
186644,186386
186644,185441
186644,186646
186386,186645
186645,185441
186646,186645
186386,185441
186646,186386
186646,185441
185767,186647
169284,186647
181938,186647
170993,186647
186648,186647
169284,185767
185767,181938
170993,185767
185767,186648
169284,181938
170993,169284
169284,186648
170993,181938
186648,181938
170993,186648
186618,176580
186649,176580
186650,176580
186649,186618
186618,186650
186649,186650
186651,186652
186652,186653
186626,186652
186651,186653
186626,186651
186626,186653
186654,186631
186631,183684
186655,186631
186654,183684
186655,186654
186655,183684
186445,186656
186656,186657
178088,186656
186656,186658
140626,186656
186656,186659
186656,177939
186656,186660
186445,186657
178088,186445
186445,186658
140626,186445
186445,186659
186445,177939
186445,186660
178088,186657
186657,186658
140626,186657
186659,186657
186657,177939
186657,186660
178088,186658
140626,178088
178088,186659
178088,177939
178088,186660
140626,186658
186659,186658
186658,177939
186660,186658
140626,186659
140626,177939
140626,186660
186659,177939
186659,186660
186660,177939
186661,181232
186661,186662
184089,186661
186663,186661
141829,186661
186661,184479
186047,186661
186661,186664
186662,181232
184089,181232
186663,181232
141829,181232
184479,181232
186047,181232
186664,181232
184089,186662
186663,186662
141829,186662
186662,184479
186047,186662
186662,186664
184089,186663
184089,141829
184089,184479
184089,186047
184089,186664
141829,186663
186663,184479
186047,186663
186663,186664
141829,184479
186047,141829
141829,186664
186047,184479
186664,184479
186047,186664
181462,186665
181462,186666
143249,181462
181462,184123
186665,186666
143249,186665
186665,184123
143249,186666
186666,184123
143249,184123
186667,186668
186667,186486
186667,184781
186667,186386
186667,171228
186667,186669
186668,186486
186668,184781
186668,186386
186668,171228
186668,186669
186486,184781
186386,186486
186486,171228
186486,186669
186386,184781
171228,184781
186669,184781
186386,171228
186386,186669
171228,186669
186670,186647
186671,186647
186672,186647
186673,186647
186628,186647
186674,186647
137869,186647
186675,186647
186670,186671
186670,186672
186673,186670
186670,186628
186670,186674
186670,137869
186670,186675
186671,186672
186673,186671
186671,186628
186671,186674
186671,137869
186675,186671
186673,186672
186628,186672
186674,186672
137869,186672
186675,186672
186673,186628
186673,186674
186673,137869
186673,186675
186628,186674
186628,137869
186675,186628
186674,137869
186675,186674
186675,137869
186618,179336
172538,185767
153668,185767
153668,172538
186676,170993
170993,186677
186676,186677
186678,186631
186657,186631
186631,171048
186678,186657
186678,171048
186657,171048
186679,186680
186679,186681
186651,186679
186679,186047
186682,186679
186680,186681
186651,186680
186680,186047
186682,186680
186651,186681
186047,186681
186682,186681
186651,186047
186682,186651
186682,186047
183437,186625
186625,133497
186625,178423
186625,186683
186625,186684
186625,186685
186625,186686
183437,133497
183437,178423
183437,186683
183437,186684
183437,186685
183437,186686
133497,178423
186683,133497
186684,133497
186685,133497
133497,186686
186683,178423
186684,178423
186685,178423
178423,186686
186684,186683
186685,186683
186683,186686
186685,186684
186684,186686
186685,186686
184089,170667
184089,181390
186687,184089
184089,186688
181390,170667
186687,170667
186688,170667
186687,181390
186688,181390
186687,186688
186634,182170
186689,181462
186689,186386
181462,186386
186690,186487
183085,186690
183085,186487
71177,185767
71177,186486
71177,186691
186692,71177
172538,71177
71177,186666
186486,185767
186691,185767
186692,185767
172538,185767
186666,185767
186486,186691
186692,186486
172538,186486
186666,186486
186692,186691
172538,186691
186666,186691
186692,172538
186692,186666
172538,186666
186693,186694
186693,186695
186693,186259
186693,186650
186693,186658
186693,186665
186695,186694
186259,186694
186650,186694
186694,186658
186665,186694
186695,186259
186650,186695
186695,186658
186695,186665
186650,186259
186259,186658
186665,186259
186650,186658
186650,186665
186665,186658
186696,181390
186697,181390
186658,181390
186698,181390
186696,186697
186696,186658
186696,186698
186697,186658
186698,186697
186698,186658
169284,186631
186699,186631
186699,169284
186700,182578
169891,186701
186700,169891
169891,178423
186700,186701
178423,186701
186700,178423
186702,171048
186703,186702
186704,186702
186702,186705
186703,171048
186704,171048
171048,186705
186704,186703
186703,186705
186704,186705
186706,184524
186706,186386
186706,182320
186386,184524
182320,184524
186386,182320
156637,82096
156637,181462
156637,186707
181462,82096
82096,186707
181462,186707
186708,186709
185767,186709
172538,186709
186708,185767
186708,172538
172538,185767
186710,186711
186710,186712
186710,186259
186710,186713
186710,186688
186711,186712
186259,186711
186713,186711
186688,186711
186259,186712
186713,186712
186688,186712
186713,186259
186688,186259
186713,186688
186714,186445
186445,186631
186715,186445
186445,183036
186714,186631
186714,186715
186714,183036
186715,186631
183036,186631
186715,183036
186696,186716
186696,186717
186682,186696
186717,186716
186682,186716
186682,186717
186702,186677
186718,186702
182578,186702
186719,186702
186702,186720
186718,186677
182578,186677
186719,186677
186720,186677
186718,182578
186718,186719
186718,186720
182578,186719
182578,186720
186719,186720
181462,40985
186721,169256
185767,186711
185767,184479
186722,185767
186386,185767
186711,184479
186722,186711
186386,186711
186722,184479
186386,184479
186386,186722
171487,186691
151319,186691
151319,171487
179436,182320
179436,186723
179436,186724
186723,182320
186724,182320
186723,186724
186725,172280
186726,186727
186726,186709
186726,170993
186726,186728
178689,186726
186727,186709
170993,186727
186727,186728
178689,186727
170993,186709
186728,186709
178689,186709
170993,186728
178689,170993
178689,186728
186729,45639
175692,186730
186731,183510
47507,183510
186732,183510
47507,186731
186732,186731
186732,47507
184030,179396
181466,179396
181466,184030
169284,186631
186733,186631
186733,169284
180244,186734
143227,180244
143227,186734
184030,186735
134959,181462
186259,186736
173155,186736
186736,186733
186736,122363
173155,186259
186259,186733
186259,122363
173155,186733
173155,122363
186733,122363
185892,169284
168997,169284
133597,169284
169284,186737
185892,168997
185892,133597
185892,186737
168997,133597
168997,186737
133597,186737
174542,186738
184910,186738
186739,186738
184915,186738
174542,184910
174542,186739
174542,184915
184910,186739
184915,184910
184915,186739
186740,180244
186741,180244
186740,186741
186631,170096
186742,186631
186742,170096
186733,180426
181462,186733
181462,180426
186743,172280
180195,172280
180195,186743
186740,186744
186259,186744
180244,186744
186734,186744
186740,186259
186740,180244
186740,186734
186259,180244
186259,186734
180244,186734
176768,186745
176768,169244
186745,169244
186746,170667
141982,170667
186747,170667
170667,186748
141982,186746
186747,186746
186746,186748
141982,186747
141982,186748
186747,186748
169061,186631
173155,186631
169061,173155
186749,186733
176595,186749
176595,186733
186743,186750
186751,186743
186751,186750
181462,186752
179170,186752
186753,186752
177149,186752
186741,186752
179170,181462
186753,181462
177149,181462
181462,186741
186753,179170
177149,179170
179170,186741
186753,177149
186753,186741
177149,186741
180195,170060
170060,186754
186347,170060
138207,170060
174849,170060
175816,170060
169255,170060
180195,186754
186347,180195
138207,180195
174849,180195
180195,175816
180195,169255
186347,186754
138207,186754
174849,186754
175816,186754
169255,186754
186347,138207
186347,174849
186347,175816
186347,169255
174849,138207
138207,175816
138207,169255
174849,175816
174849,169255
175816,169255
186755,183945
186756,186755
186756,183945
186445,151489
186519,151489
186519,186445
169659,124807
124807,170562
186757,124807
169659,170562
169659,186757
186757,170562
186758,179712
186759,179712
186758,186759
141982,179658
186760,179658
179658,186761
169061,179658
179098,179658
141982,186760
141982,186761
169061,141982
179098,141982
186760,186761
169061,186760
179098,186760
169061,186761
179098,186761
179098,169061
186762,186743
186763,186743
173313,186743
186743,186741
186762,186763
186762,173313
186762,186741
173313,186763
186763,186741
173313,186741
173155,186750
186750,122363
186764,186750
173155,122363
186764,173155
186764,122363
186763,181139
181139,179429
181139,186748
186763,179429
186763,186748
179429,186748
180268,171078
154998,171078
186765,171078
154998,180268
180268,186765
154998,186765
186766,171529
174849,171529
186766,174849
178043,185892
185892,170562
185892,186767
185892,186733
185892,186768
178043,170562
178043,186767
178043,186733
178043,186768
186767,170562
186733,170562
186768,170562
186767,186733
186768,186767
186768,186733
186631,186769
182304,186631
186631,186770
182304,186769
186770,186769
182304,186770
186210,186771
173352,186210
186772,186210
186210,186773
169061,186210
173352,186771
186772,186771
186773,186771
169061,186771
186772,173352
173352,186773
173352,169061
186772,186773
186772,169061
169061,186773
133771,186774
133771,186775
133771,186776
186774,186775
186774,186776
186775,186776
183999,175086
183999,138565
183999,181462
175086,138565
181462,175086
181462,138565
176678,186777
177588,186777
186778,186777
177588,176678
186778,176678
177588,186778
170164,170562
170164,186779
174849,170164
186733,170164
170164,179387
186779,170562
174849,170562
186733,170562
170562,179387
174849,186779
186733,186779
186779,179387
174849,186733
174849,179387
186733,179387
186780,179712
175562,179712
186766,179712
175562,186780
186766,186780
186766,175562
185797,186781
186781,172686
186782,186781
185797,172686
186782,185797
186782,172686
169282,186783
186631,186783
186763,186783
186784,186783
630,186783
169282,186631
186763,169282
186784,169282
630,169282
186763,186631
186784,186631
630,186631
186763,186784
186763,630
186784,630
173352,186761
173352,186785
186785,186761
179429,131266
186786,170590
169061,170590
135758,170590
169061,186786
186786,135758
169061,135758
186787,131266
186075,186787
186787,186788
177588,186787
186789,186787
163064,186787
186787,135585
186741,186787
186075,131266
186788,131266
177588,131266
186789,131266
163064,131266
135585,131266
186741,131266
186075,186788
177588,186075
186789,186075
163064,186075
186075,135585
186741,186075
177588,186788
186789,186788
163064,186788
186788,135585
186741,186788
177588,186789
177588,163064
177588,135585
177588,186741
163064,186789
186789,135585
186789,186741
163064,135585
163064,186741
186741,135585
186790,186791
186762,169086
169086,186792
169086,186793
182394,169086
169086,186794
169086,186795
186762,186792
186762,186793
186762,182394
186762,186794
186762,186795
186793,186792
182394,186792
186792,186794
186795,186792
182394,186793
186793,186794
186795,186793
182394,186794
182394,186795
186795,186794
181466,170562
181466,174256
170562,174256
186796,185627
186796,186797
186796,186777
185797,186796
186798,186796
186796,186799
169718,186796
186796,186800
185627,186797
186777,185627
185797,185627
186798,185627
186799,185627
169718,185627
186800,185627
186777,186797
185797,186797
186798,186797
186799,186797
169718,186797
186800,186797
185797,186777
186798,186777
186799,186777
169718,186777
186800,186777
186798,185797
185797,186799
185797,169718
185797,186800
186798,186799
186798,169718
186798,186800
169718,186799
186799,186800
169718,186800
186801,186802
186803,186802
173352,186802
186691,186802
186804,186802
186803,186801
173352,186801
186691,186801
186804,186801
173352,186803
186803,186691
186803,186804
173352,186691
173352,186804
186804,186691
186805,185191
186805,134034
134034,185191
186806,170590
186631,170590
186807,170590
170096,170590
186808,170590
186806,186631
186806,186807
186806,170096
186806,186808
186807,186631
186631,170096
186808,186631
186807,170096
186807,186808
186808,170096
186809,176946
186810,176946
186658,176946
173103,176946
186809,186810
186809,186658
186809,173103
186810,186658
186810,173103
173103,186658
186811,186812
183999,186811
141493,186811
183999,186812
141493,186812
141493,183999
182538,185443
182538,186813
186814,182538
182538,186815
185443,186813
186814,185443
185443,186815
186814,186813
186813,186815
186814,186815
186816,170562
186817,169284
169086,169284
185797,169284
169284,186818
169284,186794
169086,186817
185797,186817
186817,186818
186817,186794
185797,169086
169086,186818
169086,186794
185797,186818
185797,186794
186818,186794
186741,186819
185892,185191
185892,186820
185892,186821
186820,185191
185191,186821
186820,186821
186822,186445
177588,186445
163064,186445
186805,186445
186823,186445
186822,177588
186822,163064
186822,186805
186823,186822
177588,163064
186805,177588
186823,177588
186805,163064
186823,163064
186823,186805
186786,186824
186825,186824
186824,184524
186826,186824
186827,186824
186828,186824
186829,186824
186824,186830
186786,186825
186786,184524
186826,186786
186786,186827
186786,186828
186829,186786
186786,186830
186825,184524
186826,186825
186825,186827
186825,186828
186829,186825
186825,186830
186826,184524
186827,184524
186828,184524
186829,184524
184524,186830
186826,186827
186826,186828
186829,186826
186826,186830
186827,186828
186829,186827
186827,186830
186829,186828
186828,186830
186829,186830
186831,186777
134034,186777
186832,186777
177913,186777
134034,186831
186831,186832
177913,186831
134034,186832
134034,177913
177913,186832
186796,170590
186833,170590
186834,170590
186835,170590
186836,170590
186796,186833
186834,186796
186796,186835
186796,186836
186834,186833
186835,186833
186836,186833
186834,186835
186834,186836
186836,186835
186837,186825
186837,186838
186837,186839
186837,169255
186838,186825
186825,186839
186825,169255
186838,186839
186838,169255
169255,186839
186762,186840
186840,175041
186840,186841
186840,4700
184016,186840
186840,186794
186840,186664
186762,175041
186762,186841
186762,4700
186762,184016
186762,186794
186762,186664
175041,186841
175041,4700
184016,175041
175041,186794
175041,186664
4700,186841
184016,186841
186841,186794
186664,186841
184016,4700
4700,186794
186664,4700
184016,186794
184016,186664
186664,186794
186842,186843
186842,186631
186842,180835
186842,186844
186845,186842
186842,186846
186842,169533
186631,186843
180835,186843
186844,186843
186845,186843
186846,186843
169533,186843
180835,186631
186844,186631
186845,186631
186846,186631
169533,186631
186844,180835
186845,180835
180835,186846
180835,169533
186845,186844
186844,186846
186844,169533
186845,186846
186845,169533
169533,186846
185955,186820
185955,186847
185955,186848
185955,151972
185955,178032
186820,186847
186848,186820
151972,186820
178032,186820
186848,186847
151972,186847
178032,186847
151972,186848
178032,186848
178032,151972
178112,186849
186850,186851
186852,186449
186853,186449
181462,186449
186449,136728
186853,186852
181462,186852
186852,136728
186853,181462
186853,136728
181462,136728
186854,179995
134786,179995
179995,185627
134786,186854
186854,185627
134786,185627
186855,186856
183445,186856
65368,186856
183445,186855
186855,65368
183445,65368
186857,186837
186837,186858
186857,186858
186859,186833
186833,186777
177588,186833
175041,186833
175483,186833
154298,186833
186859,186777
186859,177588
186859,175041
186859,175483
154298,186859
177588,186777
175041,186777
175483,186777
154298,186777
177588,175041
177588,175483
154298,177588
175041,175483
154298,175041
154298,175483
186820,139071
180268,186820
186860,186820
186820,186861
186820,184446
186820,186794
180268,139071
186860,139071
139071,186861
139071,184446
139071,186794
180268,186860
180268,186861
180268,184446
180268,186794
186860,186861
186860,184446
186860,186794
186861,184446
186861,186794
186794,184446
178112,43731
178112,186862
178112,4042
178112,180453
178112,178032
43731,186862
43731,4042
180453,43731
178032,43731
4042,186862
180453,186862
178032,186862
180453,4042
178032,4042
178032,180453
186863,179429
186863,186864
186863,186865
186864,179429
186865,179429
186864,186865
186866,186449
186449,138836
186867,186449
172368,186449
177439,186449
186849,186449
186866,138836
186866,186867
172368,186866
177439,186866
186866,186849
186867,138836
172368,138836
177439,138836
186849,138836
172368,186867
177439,186867
186867,186849
177439,172368
172368,186849
177439,186849
186868,186869
181462,186869
169255,186869
181462,186868
186868,169255
181462,169255
169533,176580
177673,176580
177673,169533
186486,186870
186871,186870
186519,186870
186870,153864
186871,186486
186519,186486
186486,153864
186519,186871
186871,153864
186519,153864
186872,186793
186873,186872
186872,169256
186873,186793
186793,169256
186873,169256
186874,185874
186875,185874
178234,185874
186874,186875
178234,186874
178234,186875
186445,169659
186806,169659
186876,169659
169659,186084
186877,169659
185832,169659
169659,186794
186806,186445
186445,186876
186445,186084
186877,186445
185832,186445
186445,186794
186806,186876
186806,186084
186877,186806
186806,185832
186806,186794
186876,186084
186877,186876
185832,186876
186876,186794
186877,186084
185832,186084
186084,186794
186877,185832
186877,186794
185832,186794
186479,186878
186479,186879
186479,186880
186479,170899
186479,186881
186479,52488
186479,186882
186479,169256
186479,47507
186879,186878
186880,186878
170899,186878
186881,186878
52488,186878
186882,186878
186878,169256
47507,186878
186880,186879
170899,186879
186881,186879
52488,186879
186882,186879
186879,169256
186879,47507
186880,170899
186880,186881
186880,52488
186880,186882
186880,169256
186880,47507
170899,186881
170899,52488
170899,186882
170899,169256
170899,47507
52488,186881
186882,186881
186881,169256
186881,47507
186882,52488
52488,169256
52488,47507
186882,169256
186882,47507
47507,169256
186883,179489
179489,4042
142727,179489
186884,179489
168953,179489
186883,4042
186883,142727
186884,186883
168953,186883
142727,4042
186884,4042
168953,4042
186884,142727
168953,142727
168953,186884
186885,186886
186864,186885
175041,186885
181462,186885
186887,186885
174169,186885
175319,186885
186885,169256
186864,186886
175041,186886
181462,186886
186887,186886
174169,186886
175319,186886
186886,169256
186864,175041
181462,186864
186887,186864
174169,186864
175319,186864
186864,169256
181462,175041
186887,175041
174169,175041
175319,175041
175041,169256
181462,186887
174169,181462
175319,181462
181462,169256
174169,186887
175319,186887
186887,169256
174169,175319
174169,169256
175319,169256
186888,186889
186890,186889
186890,186888
186891,186892
186628,186891
186893,186891
186628,186892
186893,186892
186893,186628
178088,186894
178088,184479
178088,180268
186895,178088
186896,178088
178088,186897
178088,142071
186894,184479
180268,186894
186895,186894
186896,186894
186897,186894
186894,142071
180268,184479
186895,184479
186896,184479
186897,184479
142071,184479
186895,180268
186896,180268
180268,186897
180268,142071
186896,186895
186895,186897
186895,142071
186896,186897
186896,142071
186897,142071
169172,169659
169172,177894
169172,186631
169172,186865
169172,186592
169172,186898
169172,186899
177894,169659
169659,186631
169659,186865
186592,169659
186898,169659
186899,169659
177894,186631
177894,186865
177894,186592
177894,186898
177894,186899
186631,186865
186592,186631
186898,186631
186899,186631
186592,186865
186898,186865
186899,186865
186592,186898
186592,186899
186898,186899
133749,186900
133749,186901
133749,185874
186900,186901
186900,185874
185874,186901
170823,186902
186903,186902
186902,173516
178234,186902
172596,186902
186902,176989
170823,186903
170823,173516
170823,178234
170823,172596
170823,176989
186903,173516
178234,186903
186903,172596
186903,176989
178234,173516
172596,173516
173516,176989
178234,172596
178234,176989
172596,176989
185955,186904
47507,186904
177673,186904
185955,47507
185955,177673
177673,47507
186888,186905
186888,178423
186888,180702
174169,186888
186905,178423
186905,180702
174169,186905
180702,178423
174169,178423
174169,180702
186906,171793
186906,170096
181462,186906
186906,186907
171793,170096
181462,171793
171793,186907
181462,170096
186907,170096
181462,186907
186876,186908
186909,186908
186910,186908
186909,186876
186910,186876
186909,186910
186911,186912
186913,186914
186914,186777
177588,186914
186914,186854
186913,186777
186913,177588
186913,186854
177588,186777
186854,186777
177588,186854
186915,170648
169172,186915
169172,170648
186486,174468
178234,174468
186916,174468
178234,186486
186916,186486
178234,186916
186917,143408
186917,182962
186917,186878
182962,143408
143408,186878
182962,186878
47507,173516
135295,173516
47507,135295
186918,170096
176731,181462
186919,181462
186919,176731
121762,182595
14225,184479
171793,186920
186921,186920
186920,186922
171793,186921
171793,186922
186921,186922
175594,47507
186486,183297
183297,186923
186486,186923
121762,186924
121762,183223
121762,174156
183223,186924
174156,186924
183223,174156
183271,186250
186911,183271
186911,186250
179170,179964
169453,173204
186925,186926
169729,169972
186927,169962
181996,186928
186928,185944
186928,169484
181996,185944
181996,169484
169484,185944
186929,183510
186930,175309
175949,186926
180401,146801
169836,180401
169836,146801
186931,178518
178518,186932
178518,184774
186931,186932
186931,184774
186932,184774
186741,186933
169484,170667
170667,186934
185441,170667
178968,170667
169484,186934
169484,185441
178968,169484
185441,186934
178968,186934
178968,185441
186935,186936
178317,186155
186937,186155
186938,186155
178317,186937
186938,178317
186938,186937
146801,180417
171788,146801
171788,180417
169440,175976
169440,141927
169440,175236
169300,169440
141927,175976
175976,175236
169300,175976
141927,175236
169300,141927
169300,175236
186939,171542
186940,186941
183332,186941
186940,183332
169484,185441
186942,169484
186942,185441
186943,186741
186944,186943
186944,186741
186945,146801
186935,186945
186935,146801
169034,186036
186946,186947
183012,186947
186061,186947
186946,183012
186946,186061
186061,183012
186948,178518
178518,186949
178518,178968
186948,186949
186948,178968
178968,186949
184292,172686
184292,169729
172686,169729
170296,169440
185946,186950
186951,186952
186951,185441
186951,186047
186951,186741
185441,186952
186047,186952
186741,186952
186047,185441
185441,186741
186047,186741
169980,184906
185640,169980
169980,183067
185640,184906
184906,183067
185640,183067
186045,146801
55826,186045
55826,146801
170130,186953
170130,185651
170130,170005
185651,186953
170005,186953
170005,185651
186954,169144
186954,186949
169144,186949
186259,181614
185645,181614
176333,181614
183067,181614
178968,181614
186259,185645
186259,176333
186259,183067
178968,186259
185645,176333
185645,183067
178968,185645
176333,183067
178968,176333
178968,183067
126921,186955
142524,186955
169535,186955
138200,186955
186956,186955
126921,142524
169535,126921
138200,126921
186956,126921
169535,142524
138200,142524
186956,142524
169535,138200
169535,186956
186956,138200
186957,179517
186957,169836
186957,186958
186957,186959
169836,179517
186958,179517
186959,179517
186958,169836
169836,186959
186958,186959
186960,169284
169284,186961
169037,169284
170130,169284
169729,169284
180273,169284
186960,186961
169037,186960
170130,186960
169729,186960
180273,186960
169037,186961
170130,186961
169729,186961
180273,186961
170130,169037
169037,169729
180273,169037
170130,169729
170130,180273
180273,169729
186962,186963
180039,186963
186964,186963
186476,186963
186047,186963
186741,186963
186962,180039
186964,186962
186476,186962
186047,186962
186962,186741
186964,180039
186476,180039
186047,180039
180039,186741
186476,186964
186964,186047
186964,186741
186476,186047
186476,186741
186047,186741
177588,146801
182962,146801
177588,182962
170005,173090
173090,186965
173090,186966
170005,186965
170005,186966
186966,186965
173434,184336
173432,184336
183380,184336
184336,171783
185441,184336
178968,184336
173434,173432
183380,173434
173434,171783
173434,185441
173434,178968
183380,173432
173432,171783
185441,173432
178968,173432
183380,171783
183380,185441
183380,178968
185441,171783
178968,171783
178968,185441
176333,186967
170374,186967
184774,186967
170374,176333
184774,176333
170374,184774
186968,185673
186968,186969
186968,178968
186969,185673
178968,185673
178968,186969
181519,186970
169061,186970
186970,169300
169061,181519
181519,169300
169061,169300
186971,175949
186972,186973
170005,186973
186974,186973
169144,186973
178317,186973
179436,186973
186973,186975
186973,183067
170005,186972
186974,186972
169144,186972
178317,186972
179436,186972
186972,186975
186972,183067
170005,186974
170005,169144
170005,178317
170005,179436
