Mac1,Mac2,peso
180473,182248,1
180473,182259,1
180473,182260,1
180473,182261,1
180473,182271,1
180473,176878,1
180473,176076,1
180473,175698,1
180473,170092,1
180473,158627,1
180473,169023,1
180473,169440,1
180473,169718,1
180473,169729,1
180473,169749,1
180473,170827,1
180473,175276,1
180473,171077,1
180473,171093,1
180473,171168,1
180473,171286,1
180473,172089,1
180473,174191,1
180473,183195,1
180473,183219,1
180477,180479,1
180473,183239,1
180473,192261,1
180473,192378,1
180473,195254,1
180474,169440,1
180474,171774,1
180474,180451,1
180474,180475,1
180474,180476,1
180475,171774,1
180476,169440,1
180476,171774,1
180476,180451,1
180476,180475,1
180477,175970,1
180477,179164,1
180473,191983,1
180473,191339,1
180473,191240,1
180473,185919,1
180473,183240,1
180473,183241,1
180473,183535,1
180473,183536,1
180473,184550,1
180473,185688,1
180473,185920,1
180473,190206,1
180473,186211,1
180473,187177,1
180473,187377,1
180473,187795,1
180473,187918,1
180473,188992,1
180488,176878,1
180488,180489,1
180524,183510,1
180521,178468,1
180515,126027,1
180515,136689,1
180515,180516,1
180516,126027,1
180516,136689,1
180517,126027,1
180517,136689,1
180517,180515,1
180517,180516,1
180519,169836,1
180519,175883,1
180519,179282,1
180519,180520,1
180519,181022,1
180519,181023,1
180514,180517,1
180514,180516,1
180514,180515,1
180512,180496,1
180511,170083,1
180511,180496,1
180511,180508,1
180511,180512,1
180512,150153,1
180512,170083,1
180512,180508,1
180514,172376,1
180513,150153,1
180513,169023,1
180513,169659,1
180513,179224,1
180514,126027,1
180514,136689,1
180519,181024,1
180521,180522,1
180510,180512,1
180521,180523,1
180524,175924,1
180524,178423,1
180524,179235,1
180524,179565,1
180524,180448,1
180524,180526,1
180524,180527,1
180524,180688,1
180524,180689,1
180524,180690,1
180524,181462,1
180524,181587,1
180524,181588,1
180524,182962,1
180524,183036,1
180524,175325,1
180524,173217,1
180524,173084,1
180524,148813,1
180522,178468,1
180522,180523,1
180524,49903,1
180524,118422,1
180524,140254,1
180524,148054,1
180524,169836,1
180524,172254,1
180524,169891,1
180524,169971,1
180524,170096,1
180524,171576,1
180524,171610,1
180524,171738,1
180511,150153,1
180510,180511,1
180488,180490,1
180499,180500,1
180492,180494,1
180492,180495,1
180493,169810,1
180494,169810,1
180494,180493,1
180495,169810,1
180495,171234,1
180495,180493,1
180495,180494,1
180496,150153,1
180496,170083,1
180497,180478,1
180497,180496,1
180498,138216,1
180498,171187,1
180492,180493,1
180492,171234,1
180492,171132,1
180490,179235,1
180488,180491,1
180488,192693,1
180488,193944,1
180488,196980,1
180490,169440,1
180490,176878,1
180490,180489,1
180492,169810,1
180490,180491,1
180490,188540,1
180490,190839,1
180491,169440,1
180491,176878,1
180491,180489,1
180498,180485,1
180501,176821,1
180510,180508,1
180502,169037,1
180508,170748,1
180508,180496,1
180508,183510,1
180509,150153,1
180509,170083,1
180509,178380,1
180509,178707,1
180509,180496,1
180509,180508,1
180509,180510,1
180509,180511,1
180509,180512,1
180510,150153,1
180510,170083,1
180510,180496,1
180508,170083,1
180508,150153,1
180507,181536,1
180503,180502,1
180502,170993,1
180502,179526,1
180502,180504,1
180503,169037,1
180503,169451,1
180503,179235,1
180503,180504,1
180505,180976,1
180503,181414,1
180503,193643,1
180503,197283,1
180505,176595,1
180505,179526,1
180505,180448,1
180599,183718,1
180599,183740,1
180599,184257,1
180738,180735,1
180735,180151,1
180736,177578,1
180736,180151,1
180736,180735,1
180737,169103,1
180737,177578,1
180737,178707,1
180737,180151,1
180737,180734,1
180737,180735,1
180737,180736,1
180737,180738,1
180738,169103,1
180738,177578,1
180738,180151,1
180735,177578,1
180734,180736,1
180734,180735,1
180733,180731,1
180732,175898,1
180732,179348,1
180732,180731,1
180732,180753,1
180733,169249,1
180733,174029,1
180733,180732,1
180734,180151,1
180733,181707,1
180733,184472,1
180733,184493,1
180733,184494,1
180733,184495,1
180734,177578,1
180738,180734,1
180738,180736,1
180730,180733,1
180739,169826,1
180747,180748,1
180748,22187,1
180748,169023,1
180749,130786,1
180749,172547,1
180749,179526,1
180749,180750,1
180750,130786,1
180750,169023,1
180750,171345,1
180750,172547,1
180750,179526,1
180751,172001,1
180752,172001,1
180752,180751,1
180747,169023,1
180747,22187,1
180745,180744,1
180742,173970,1
180739,178891,1
180739,180712,1
180740,169826,1
180740,178891,1
180740,180712,1
180740,180739,1
180742,179348,1
180745,180743,1
180742,180743,1
180742,180744,1
180742,180745,1
180744,179348,1
180744,180743,1
180745,179348,1
180732,174029,1
180730,180732,1
180754,180712,1
180717,180718,1
180714,180710,1
180714,180711,1
180714,180712,1
180714,180713,1
180715,171793,1
180715,175924,1
180715,176919,1
180715,178356,1
180715,180317,1
180715,180426,1
180715,180712,1
180715,180724,1
180715,181585,1
180716,171854,1
180717,170993,1
180714,180675,1
180713,180712,1
180713,180711,1
180708,169061,1
180707,136441,1
180707,169061,1
180707,173877,1
180707,180597,1
180707,180708,1
180708,136441,1
180708,173877,1
180711,180712,1
180708,180597,1
180709,173078,1
180710,180675,1
180710,180711,1
180710,180712,1
180710,180713,1
180717,180599,1
180718,186738,1
180730,180731,1
180719,169061,1
180725,169023,1
180725,175335,1
180726,8947,1
180726,170993,1
180727,180728,1
180729,173038,1
180729,174029,1
180729,176941,1
180729,180730,1
180729,180731,1
180729,180732,1
180729,180733,1
180730,173038,1
180730,174029,1
180730,176941,1
180724,180712,1
180724,180317,1
180724,178356,1
180722,169444,1
180719,179526,1
180719,180720,1
180721,22187,1
180721,169659,1
180721,169826,1
180721,170814,1
180722,174493,1
180722,193496,1
180722,174695,1
180722,178707,1
180722,180723,1
180722,190139,1
180722,192474,1
180722,193490,1
180754,169826,1
180755,180736,1
180599,184258,1
180784,184934,1
180779,189528,1
180781,169440,1
180782,180783,1
180783,133347,1
180783,176002,1
180784,135431,1
180784,169103,1
180784,169255,1
180784,169796,1
180784,170096,1
180784,170230,1
180784,173431,1
180784,176683,1
180784,178968,1
180784,180785,1
180779,189527,1
180779,180780,1
180779,172599,1
180778,183711,1
180778,167029,1
180778,168997,1
180778,172116,1
180778,174278,1
180778,174900,1
180778,177443,1
180778,183727,1
180778,188861,1
180778,183728,1
180778,187627,1
180778,187642,1
180778,187643,1
180778,187645,1
180778,187647,1
180784,184911,1
180784,184935,1
180777,170096,1
180784,188277,1
180795,174183,1
180795,179429,1
180795,180794,1
180795,180803,1
180795,182211,1
180796,169198,1
180796,169976,1
180796,174183,1
180796,180794,1
180796,180795,1
180797,156,1
180797,169037,1
180797,169103,1
180797,169718,1
180797,169796,1
180795,169976,1
180795,169501,1
180795,169198,1
180790,170993,1
180786,139666,1
180786,169659,1
180786,180787,1
180787,148092,1
180788,180789,1
180790,169037,1
180791,180792,1
180794,187231,1
180794,156,1
180794,169976,1
180794,174183,1
180794,176188,1
180794,181622,1
180794,187063,1
180777,180599,1
180777,134511,1
180756,169528,1
180772,180773,1
180766,169826,1
180767,180768,1
180767,181405,1
180770,137831,1
180770,172280,1
180770,178268,1
180770,181804,1
180770,181925,1
180770,182751,1
180770,182833,1
180770,184078,1
180770,186532,1
180770,186533,1
180772,630,1
180772,168997,1
180766,12391,1
180765,180712,1
180764,180763,1
180761,180762,1
180756,179526,1
180757,180758,1
180760,175376,1
180760,180761,1
180761,176838,1
180761,178929,1
180761,180763,1
180764,180762,1
180761,180764,1
180763,176838,1
180763,178929,1
180763,180762,1
180764,176838,1
180764,178929,1
180772,173039,1
180772,187723,1
180775,26501,1
180772,187724,1
180774,183796,1
180774,183797,1
180774,183823,1
180774,183824,1
180774,185501,1
180774,185502,1
180774,185521,1
180774,185644,1
180774,185656,1
180774,185657,1
180774,185658,1
180774,185669,1
180774,187170,1
180774,187571,1
180774,187573,1
180774,182753,1
180774,182752,1
180774,182751,1
180774,171286,1
180772,187728,1
180772,187729,1
180774,65828,1
180774,142594,1
180774,169115,1
180774,169424,1
180774,172191,1
180774,182522,1
180774,172234,1
180774,172602,1
180774,173790,1
180774,175236,1
180774,176379,1
180774,181953,1
180706,180705,1
180706,171392,1
180705,171392,1
180643,180655,1
180640,4166,1
180640,142348,1
180640,168999,1
180640,170015,1
180640,170096,1
180640,178325,1
180640,180638,1
180640,182174,1
180640,182894,1
180640,182916,1
180640,182917,1
180641,180417,1
180641,180642,1
180643,152140,1
180643,176838,1
180639,180640,1
180639,180638,1
180639,178325,1
180637,175970,1
180632,180633,1
180635,180634,1
180637,169718,1
180637,169977,1
180637,170096,1
180637,174363,1
180637,179199,1
180639,170015,1
180637,179426,1
180637,180640,1
180637,180651,1
180638,168999,1
180639,142348,1
180639,168999,1
180643,180644,1
180643,180667,1
180632,169533,1
180644,152140,1
180651,176076,1
180651,180473,1
180651,180640,1
180651,187068,1
180651,187177,1
180651,192350,1
180652,180457,1
180653,136640,1
180653,152140,1
180653,179235,1
180653,180599,1
180653,180654,1
180654,136640,1
180654,152140,1
180654,172003,1
180651,170096,1
180651,169760,1
180651,169729,1
180647,179934,1
180644,176838,1
180645,180438,1
180646,180438,1
180646,180645,1
180647,151031,1
180647,179387,1
180647,180438,1
180651,169718,1
180647,180645,1
180647,180646,1
180650,1430,1
180650,184479,1
180650,190562,1
180650,190584,1
180632,180615,1
180631,172391,1
180703,180702,1
180616,169303,1
180608,169524,1
180608,180609,1
180609,169524,1
180611,135838,1
180611,180612,1
180612,135838,1
180613,174043,1
180614,174043,1
180614,176838,1
180614,180613,1
180615,169012,1
180615,169960,1
180615,176112,1
180615,180633,1
180616,138325,1
180606,180607,1
180606,180418,1
180605,178968,1
180602,176112,1
180599,184352,1
180600,178511,1
180600,180450,1
180600,180601,1
180602,126138,1
180602,169012,1
180602,179235,1
180605,169960,1
180602,180603,1
180602,180604,1
180602,180615,1
180604,179235,1
180604,180603,1
180605,46711,1
180616,138452,1
180616,170096,1
180630,180631,1
180618,180617,1
180627,181657,1
180627,193390,1
180627,193391,1
180628,126421,1
180628,180629,1
180628,180787,1
180628,184906,1
180628,187910,1
180628,192743,1
180628,193642,1
180628,193853,1
180628,197580,1
180629,181114,1
180629,181115,1
180630,172391,1
180627,175996,1
180627,170186,1
180627,169103,1
180622,181901,1
180619,133435,1
180619,180620,1
180622,150063,1
180622,170298,1
180622,172391,1
180622,175970,1
180622,182220,1
180623,180629,1
180622,182268,1
180623,170298,1
180623,172391,1
180623,175970,1
180623,180622,1
180623,180628,1
180654,180599,1
180654,180665,1
180654,180698,1
180691,183586,1
180685,180687,1
180687,180686,1
180688,169904,1
180688,177379,1
180688,180689,1
180688,180690,1
180690,169904,1
180690,180689,1
180691,142454,1
180691,169904,1
180691,175996,1
180691,177379,1
180691,180524,1
180691,180688,1
180691,180689,1
180685,180686,1
180684,176838,1
180683,180684,1
180675,180713,1
180675,180355,1
180675,180480,1
180675,180654,1
180675,180676,1
180675,180711,1
180675,180712,1
180676,180654,1
180683,178401,1
180677,180599,1
180677,180678,1
180679,180680,1
180681,180682,1
180683,173347,1
180683,176838,1
180691,180690,1
180691,184837,1
180654,180699,1
180691,184851,1
180696,177907,1
180697,180686,1
180699,180698,1
180699,197633,1
180700,180698,1
180700,180699,1
180701,169704,1
180701,180702,1
180702,169704,1
180702,178423,1
180702,194306,1
180703,169704,1
180703,169729,1
180703,179282,1
180703,180701,1
180695,180718,1
180695,180717,1
180695,180675,1
180695,169023,1
180692,172003,1
180692,180654,1
180693,171168,1
180693,180288,1
180693,180694,1
180694,180288,1
180695,169061,1
180695,180599,1
180695,171985,1
180695,175335,1
180695,178476,1
180695,178968,1
180695,180355,1
180695,180480,1
180675,178476,1
180675,175335,1
180675,171985,1
180675,170993,1
180659,185787,1
180659,185788,1
180659,191189,1
180659,191307,1
180659,191463,1
180662,170096,1
180662,170769,1
180662,179235,1
180663,47631,1
180663,174689,1
180664,180654,1
180664,180665,1
180666,3699,1
180666,169501,1
180666,170993,1
180659,184906,1
180659,182060,1
180659,182059,1
180659,170529,1
180654,180700,1
180655,170993,1
180655,180667,1
180656,180657,1
180656,180658,1
180657,180658,1
180659,171556,1
180659,181666,1
180659,173231,1
180659,175749,1
180659,179429,1
180659,180660,1
180659,181637,1
180659,181665,1
180666,180643,1
180666,180655,1
180666,180667,1
180673,182956,1
180673,180599,1
180673,180671,1
180673,180672,1
180673,181543,1
180673,181544,1
180673,181900,1
180673,183577,1
180673,178707,1
180673,183588,1
180673,184434,1
180673,184435,1
180674,181901,1
180674,182087,1
180675,169023,1
180673,180536,1
180673,177564,1
180666,187354,1
180672,172957,1
180668,179430,1
180668,179526,1
180669,179043,1
180669,182684,1
180669,183782,1
180669,183783,1
180672,173347,1
180673,175770,1
180672,178707,1
180672,180671,1
180673,142523,1
180673,169365,1
180673,172957,1
180673,173347,1
180135,180165,1
180135,180138,1
181065,192414,1
179378,190885,1
179378,169063,1
179378,169659,1
179378,170993,1
179378,172540,1
179378,175122,1
179378,176838,1
179378,178468,1
179378,179101,1
179378,179467,1
179378,180118,1
179378,180119,1
179378,186741,1
179378,187257,1
179378,187271,1
179378,189032,1
179378,147193,1
179377,190285,1
179377,179376,1
179375,170096,1
179373,185086,1
179373,185087,1
179373,185088,1
179373,185089,1
179374,169063,1
179374,174156,1
179375,174156,1
179377,179356,1
179375,176839,1
179375,177280,1
179376,179284,1
179377,64324,1
179377,177835,1
179377,179284,1
179378,190780,1
179378,191072,1
179373,174156,1
179378,191984,1
179387,145014,1
179387,169256,1
179387,170749,1
179387,171179,1
179387,174671,1
179387,175302,1
179387,178891,1
179387,180741,1
179387,182882,1
179387,185448,1
179387,185726,1
179387,186408,1
179387,187019,1
179387,189479,1
179387,190483,1
179387,134359,1
179386,176838,1
179385,172116,1
179380,179375,1
179378,191999,1
179378,192000,1
179378,192002,1
179378,192012,1
179378,192013,1
179380,174156,1
179381,169954,1
179384,179388,1
179381,172540,1
179381,177588,1
179381,179382,1
179381,187377,1
179381,187593,1
179384,172116,1
179373,179374,1
179373,170410,1
179388,172116,1
179362,179365,1
179360,179362,1
179360,179363,1
179360,179364,1
179360,179365,1
179360,179366,1
179361,172833,1
179361,175206,1
179361,177715,1
179361,179181,1
179361,179182,1
179361,179362,1
179361,179363,1
179361,179365,1
179361,179366,1
179362,172833,1
179360,179361,1
179360,172833,1
179359,180579,1
179356,179354,1
179355,179354,1
179355,179356,1
179355,179357,1
179355,183820,1
179355,183881,1
179356,179284,1
179356,179357,1
179359,180578,1
179356,179376,1
179357,179354,1
179358,176476,1
179358,179359,1
179359,174113,1
179359,175236,1
179362,179363,1
179362,179366,1
179373,169063,1
179363,179366,1
179365,172833,1
179365,179363,1
179365,179366,1
179367,176734,1
179368,153430,1
179368,172436,1
179368,175996,1
179368,176734,1
179368,178217,1
179368,179367,1
179369,176911,1
179369,179370,1
179370,176911,1
179371,169061,1
179371,179372,1
179364,186999,1
179364,186996,1
179364,186995,1
179364,179365,1
179364,169836,1
179364,170993,1
179364,172833,1
179364,179361,1
179364,179362,1
179364,179363,1
179364,179366,1
179364,184277,1
179364,179383,1
179364,180886,1
179364,181992,1
179364,181993,1
179364,182031,1
179364,183414,1
179387,191351,1
179388,179385,1
179355,179235,1
179407,173813,1
179403,170590,1
179405,77995,1
179405,90304,1
179405,173813,1
179405,174765,1
179405,179235,1
179405,179406,1
179405,179407,1
179405,179408,1
179405,179544,1
179406,151062,1
179406,169533,1
179406,173813,1
179406,179407,1
179406,192233,1
179402,191075,1
179402,190287,1
179402,190134,1
179400,179402,1
179396,189430,1
179396,189453,1
179397,188838,1
179397,188840,1
179399,176196,1
179400,179401,1
179402,149204,1
179402,189951,1
179402,171286,1
179402,171345,1
179402,171590,1
179402,179401,1
179402,185551,1
179402,186339,1
179406,192234,1
179408,173813,1
179396,187255,1
179408,179406,1
179414,179464,1
179415,170708,1
179415,179416,1
179415,179417,1
179416,169997,1
179416,171161,1
179416,172191,1
179416,179095,1
179416,181738,1
179416,181925,1
179416,183231,1
179416,183538,1
179416,183581,1
179416,183806,1
179416,183824,1
179414,179463,1
179414,179462,1
179414,179461,1
179409,193180,1
179408,179407,1
179409,125047,1
179409,169886,1
179409,174946,1
179409,179410,1
179409,179411,1
179409,193219,1
179414,177799,1
179409,193220,1
179409,194318,1
179411,179410,1
179413,179414,1
179414,57999,1
179414,172120,1
179396,187256,1
179396,187254,1
179389,138800,1
179389,192100,1
179389,180014,1
179389,180073,1
179389,180093,1
179389,180094,1
179389,180418,1
179389,180591,1
179389,181248,1
179389,181469,1
179389,181470,1
179389,185751,1
179389,186032,1
179389,187871,1
179389,188489,1
179389,191567,1
179389,191571,1
179389,180013,1
179389,179995,1
179389,179429,1
179389,170976,1
179389,139666,1
179389,169284,1
179389,169300,1
179389,169954,1
179389,170096,1
179389,170426,1
179389,172280,1
179389,178468,1
179389,173298,1
179389,174377,1
179389,174519,1
179389,174889,1
179389,176838,1
179389,176877,1
179389,192052,1
179389,193643,1
179396,181267,1
179389,193965,1
179395,179396,1
179395,179429,1
179395,179981,1
179395,182174,1
179395,182359,1
179395,185190,1
179395,185191,1
179395,188835,1
179395,188836,1
179395,188837,1
179395,188849,1
179396,169103,1
179396,169201,1
179396,175325,1
179396,175693,1
179395,179272,1
179395,174704,1
179395,174006,1
179390,173614,1
179389,193966,1
179389,195971,1
179389,197716,1
179389,197758,1
179389,198721,1
179390,171140,1
179390,176283,1
179395,169836,1
179390,179391,1
179391,171140,1
179392,169849,1
179393,172116,1
179395,169034,1
179395,169533,1
179355,179353,1
179355,179181,1
179286,179285,1
179315,179316,1
179310,170453,1
179310,178096,1
179310,179311,1
179310,179312,1
179310,179313,1
179310,182362,1
179311,170096,1
179311,179312,1
179311,179313,1
179312,179313,1
179314,169075,1
179314,177681,1
179314,179315,1
179314,179316,1
179314,189389,1
179309,190586,1
179309,184204,1
179309,177698,1
179307,170293,1
179306,179305,1
179306,185022,1
179306,185023,1
179306,185837,1
179306,187795,1
179306,189422,1
179307,177698,1
179308,179309,1
179307,178333,1
179307,179309,1
179308,170293,1
179308,177698,1
179308,178333,1
179308,179307,1
179314,189390,1
179317,136653,1
179306,171199,1
179317,169460,1
179320,179319,1
179320,180038,1
179320,188284,1
179320,195391,1
179322,179321,1
179323,179095,1
179323,179324,1
179323,179325,1
179323,179326,1
179324,179095,1
179325,179095,1
179325,179324,1
179325,179326,1
179326,172191,1
179326,176839,1
179320,170199,1
179320,170096,1
179320,169075,1
179317,179341,1
179317,175883,1
179317,178333,1
179317,179291,1
179317,179301,1
179317,179336,1
179317,179337,1
179318,169075,1
179319,170199,1
179318,170096,1
179318,170199,1
179318,179319,1
179318,179320,1
179319,169075,1
179319,170096,1
179306,175325,1
179306,170115,1
179326,179324,1
179300,179085,1
179294,169877,1
179294,178707,1
179294,179293,1
179295,179296,1
179297,177495,1
179297,179299,1
179297,185656,1
179298,175920,1
179298,177495,1
179298,179085,1
179298,179297,1
179298,179299,1
179298,179300,1
179298,179301,1
179300,175920,1
179294,142523,1
179294,63125,1
179292,179291,1
179286,184462,1
179286,179311,1
179286,179312,1
179286,179313,1
179286,181751,1
179286,181752,1
179286,184454,1
179287,169836,1
179292,179290,1
179287,179288,1
179289,179290,1
179289,179291,1
179291,136653,1
179291,179290,1
179292,179289,1
179300,177495,1
179300,179297,1
179306,170096,1
179300,179299,1
179302,179300,1
179302,179301,1
179304,169659,1
179304,169836,1
179304,170080,1
179304,170115,1
179304,174849,1
179304,177295,1
179304,179305,1
179304,179306,1
179304,179327,1
179304,179328,1
179305,170080,1
179305,170115,1
179306,170080,1
179302,179299,1
179302,179298,1
179302,179297,1
179301,179337,1
179300,179301,1
179301,173582,1
179301,177495,1
179301,179297,1
179301,179299,1
179301,179336,1
179302,19936,1
179302,179085,1
179302,127035,1
179302,169012,1
179302,172069,1
179302,175920,1
179302,177495,1
179302,178707,1
179326,179095,1
179327,169659,1
179355,170529,1
179348,180743,1
179347,78760,1
179347,89946,1
179347,169460,1
179347,173031,1
179347,179346,1
179347,184725,1
179347,185039,1
179347,186103,1
179347,189499,1
179347,189500,1
179348,140292,1
179348,169837,1
179348,175036,1
179348,175898,1
179348,179387,1
179346,169460,1
179345,174959,1
179344,182577,1
179344,179364,1
179344,179343,1
179344,179345,1
179344,179360,1
179344,179361,1
179344,179362,1
179344,179363,1
179344,179365,1
179344,182546,1
179344,179366,1
179344,179369,1
179344,179370,1
179344,182093,1
179344,182314,1
179344,182545,1
179348,180597,1
179348,181170,1
179344,178572,1
179348,182371,1
179352,179181,1
179352,179235,1
179352,179272,1
179352,179326,1
179352,179353,1
179352,179354,1
179352,179355,1
179352,179356,1
179352,179357,1
179352,184322,1
179352,185478,1
179352,185479,1
179353,179354,1
179353,179356,1
179353,179357,1
179352,176839,1
179352,175722,1
179352,172191,1
179351,169012,1
179348,183619,1
179348,183654,1
179348,190435,1
179349,170096,1
179349,179348,1
179350,169075,1
179351,169075,1
179351,179350,1
179351,170293,1
179351,170374,1
179351,171264,1
179351,174490,1
179351,174493,1
179351,179331,1
179344,179342,1
179344,176911,1
179327,169836,1
179338,178333,1
179331,179329,1
179331,179350,1
179332,139636,1
179332,169012,1
179332,169075,1
179332,169891,1
179332,177280,1
179332,177681,1
179332,179314,1
179333,172436,1
179333,177481,1
179334,179315,1
179335,179315,1
179335,179334,1
179336,179337,1
179331,175842,1
179331,174493,1
179331,171264,1
179330,169460,1
179327,179328,1
179328,169659,1
179329,158704,1
179329,169460,1
179329,175842,1
179329,184024,1
179330,169891,1
179331,169891,1
179330,175842,1
179330,179329,1
179330,179331,1
179331,169012,1
179331,169075,1
179331,169460,1
179338,176476,1
179338,179301,1
179344,176201,1
179338,179317,1
179340,179341,1
179341,178333,1
179341,179301,1
179341,179336,1
179341,179337,1
179342,174959,1
179342,179343,1
179342,179345,1
179343,174959,1
179343,179345,1
179344,169061,1
179344,171065,1
179344,172833,1
179344,174959,1
179344,175675,1
179340,179339,1
179340,179337,1
179340,179336,1
179339,179301,1
179338,179336,1
179338,179337,1
179338,179339,1
179338,179340,1
179338,179341,1
179339,178333,1
179339,179317,1
179340,179317,1
179339,179336,1
179339,179337,1
179339,179341,1
179340,176476,1
179340,178333,1
179340,179301,1
179416,183827,1
179417,170708,1
179417,179416,1
179493,179425,1
179489,179803,1
179490,179470,1
179490,179488,1
179490,179489,1
179490,179491,1
179490,179492,1
179491,179470,1
179491,179488,1
179491,179489,1
179492,179470,1
179492,179488,1
179492,179489,1
179492,179491,1
179493,167880,1
179493,169849,1
179489,179800,1
179489,176646,1
179489,4042,1
179486,179485,1
179485,179484,1
179485,179487,1
179485,194600,1
179486,38945,1
179486,179235,1
179486,179484,1
179486,179487,1
179488,195847,1
179488,151489,1
179488,179470,1
179488,179489,1
179488,194321,1
179488,194833,1
179488,195845,1
179493,179235,1
179493,179494,1
179485,173801,1
179493,179495,1
179502,179501,1
179502,179505,1
179502,188800,1
179502,188847,1
179503,170096,1
179503,178037,1
179503,179501,1
179503,179502,1
179503,179505,1
179504,170096,1
179504,178037,1
179504,179501,1
179504,179502,1
179504,179503,1
179504,179505,1
179502,177857,1
179502,170096,1
179501,169256,1
179496,179497,1
179493,179520,1
179493,179521,1
179493,179522,1
179495,169849,1
179495,179425,1
179495,179494,1
179496,179499,1
179499,186368,1
179497,179499,1
179498,179496,1
179498,179497,1
179498,179499,1
179499,169396,1
179499,186349,1
179485,175252,1
179485,147133,1
179505,171392,1
179474,172666,1
179473,173165,1
179473,176570,1
179473,177409,1
179473,178989,1
179473,179425,1
179473,179471,1
179473,179472,1
179473,179665,1
179473,184594,1
179473,184595,1
179473,184605,1
179473,184681,1
179473,193885,1
179474,48544,1
179474,141571,1
179473,172498,1
179472,179471,1
179470,179597,1
179468,179469,1
179465,179466,1
179465,179467,1
179466,179467,1
179467,180118,1
179468,57999,1
179468,170713,1
179468,179470,1
179470,179489,1
179469,57999,1
179470,57999,1
179470,166446,1
179470,174671,1
179470,179467,1
179470,179469,1
179474,169961,1
179474,179449,1
179485,41911,1
179474,194321,1
179480,179482,1
179480,179483,1
179482,179481,1
179482,179483,1
179483,175191,1
179483,176394,1
179483,179481,1
179483,180022,1
179483,180599,1
179483,181307,1
179483,193418,1
179483,193739,1
179483,193766,1
179483,193782,1
179484,179487,1
179480,179481,1
179479,148550,1
179478,179476,1
179475,179478,1
179474,196233,1
179474,196263,1
179474,196264,1
179475,173614,1
179475,179476,1
179475,179477,1
179477,173614,1
179478,173614,1
179477,176196,1
179477,179476,1
179477,179478,1
179477,179513,1
179477,179514,1
179477,179515,1
179505,147133,1
179505,179501,1
179418,171324,1
179526,179874,1
179526,177082,1
179526,177495,1
179526,177907,1
179526,178446,1
179526,179069,1
179526,179095,1
179526,179164,1
179526,179348,1
179526,179419,1
179526,179470,1
179526,179694,1
179526,179813,1
179526,179815,1
179526,179816,1
179526,179829,1
179526,176996,1
179526,176926,1
179526,176921,1
179526,174671,1
179526,171392,1
179526,171863,1
179526,172325,1
179526,172547,1
179526,173217,1
179526,173855,1
179526,175298,1
179526,176838,1
179526,175698,1
179526,175738,1
179526,175842,1
179526,175970,1
179526,175997,1
179526,176629,1
179526,179830,1
179526,179876,1
179526,170843,1
179526,179885,1
179526,180995,1
179526,181042,1
179526,181110,1
179526,181111,1
179526,181143,1
179526,181160,1
179526,181199,1
179526,181381,1
179526,181382,1
179526,181383,1
179526,181390,1
179526,181400,1
179526,181401,1
179526,181504,1
179526,181711,1
179526,180984,1
179526,180938,1
179526,180931,1
179526,180479,1
179526,179978,1
179526,180376,1
179526,180398,1
179526,180448,1
179526,180477,1
179526,180478,1
179526,180528,1
179526,180903,1
179526,180599,1
179526,180696,1
179526,180705,1
179526,180706,1
179526,180720,1
179526,180891,1
179526,171386,1
179526,170334,1
179505,182141,1
179517,194064,1
179512,179515,1
179513,176196,1
179513,179514,1
179513,179515,1
179514,176196,1
179515,176196,1
179515,179514,1
179516,169849,1
179516,176196,1
179516,179517,1
179516,186580,1
179516,186581,1
179517,169849,1
179517,176196,1
179517,190778,1
179512,179514,1
179512,179513,1
179512,179477,1
179508,179507,1
179505,182936,1
179506,177728,1
179506,179507,1
179507,177728,1
179508,177728,1
179508,179506,1
179509,169565,1
179512,176196,1
179509,170453,1
179509,179511,1
179510,169565,1
179510,170453,1
179510,179509,1
179510,179511,1
179517,192903,1
179517,194321,1
179526,169849,1
179517,195041,1
179525,179551,1
179526,130786,1
179526,134645,1
179526,135094,1
179526,140292,1
179526,142286,1
179526,142617,1
179526,147761,1
179526,150153,1
179526,154095,1
179526,164572,1
179526,169396,1
179526,169440,1
179526,169714,1
179526,169826,1
179525,179550,1
179525,179526,1
179525,179470,1
179519,181062,1
179518,168997,1
179518,169849,1
179518,176196,1
179518,178615,1
179518,179516,1
179518,179517,1
179520,179521,1
179525,179460,1
179520,179522,1
179521,192004,1
179522,179521,1
179524,176659,1
179524,179523,1
179525,179419,1
179465,173290,1
179464,179463,1
179464,179462,1
179436,171352,1
179432,179433,1
179434,170096,1
179434,179435,1
179434,179438,1
179436,38945,1
179436,45639,1
179436,133995,1
179436,146891,1
179436,149412,1
179436,149420,1
179436,158627,1
179436,169061,1
179436,169144,1
179436,169729,1
179436,169932,1
179431,186315,1
179431,186314,1
179431,182359,1
179430,178707,1
179429,185627,1
179429,186057,1
179429,186748,1
179430,169144,1
179430,171324,1
179430,174043,1
179430,179235,1
179430,191584,1
179430,179526,1
179430,180348,1
179430,180599,1
179430,180686,1
179430,180697,1
179430,191583,1
179436,169961,1
179436,171738,1
179429,184680,1
179436,172191,1
179436,179948,1
179436,180268,1
179436,180473,1
179436,180536,1
179436,180809,1
179436,181309,1
179436,181477,1
179436,181511,1
179436,181512,1
179436,181523,1
179436,181623,1
179436,182320,1
179436,182663,1
179436,182788,1
179436,183067,1
179436,179929,1
179436,179438,1
179436,179435,1
179436,176476,1
179436,172666,1
