mac_usr,avg_monthly_conections,[0:00-3:59](%),[4:00-7:59](%),[8:00-11:59](%),[12:00-15:59](%),[16:00-19:59](%),[20:00-23:59](%),diversidad,cant_conexiones
E8:50:8B:B5:16:45,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
E8:50:8B:C8:90:B2,2.0,100.0,0.0,0.0,0.0,100.0,0.0,0.25,2
E8:50:8B:D3:0B:0E,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.75,7
E8:50:8B:E6:12:C7,2.0,33.3333333333,0.0,0.0,0.0,0.0,100.0,0.25,2
E8:50:8B:FF:45:31,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.5,3
E8:80:2E:9B:73:B9,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
E8:80:2E:AF:C9:4C,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
E8:80:2E:BF:A8:F0,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
E8:80:2E:C2:91:04,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
E8:80:2E:C4:40:E4,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,2
E8:50:8B:5F:14:20,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
E8:50:8B:5B:12:12,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
E8:50:8B:54:D8:97,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
E8:4E:84:C0:1E:BE,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
E8:3E:B6:76:81:1F,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
E8:3E:B6:B1:BC:A5,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
E8:3E:B6:E0:C8:46,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.25,2
E8:4E:84:00:EF:5A,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
E8:4E:84:13:86:9A,2.0,0.0,0.0,0.0,50.0,0.0,50.0,0.25,2
E8:4E:84:2E:94:FD,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
E8:4E:84:36:6C:C5,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,3
E8:4E:84:BF:EC:AC,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,2
E8:4E:84:C0:1E:FE,2.0,0.0,0.0,0.0,50.0,0.0,50.0,0.25,2
E8:50:8B:38:2D:F8,2.0,100.0,0.0,0.0,100.0,0.0,0.0,0.25,3
E8:4E:84:C8:1F:DF,2.0,0.0,0.0,0.0,0.0,0.0,50.0,0.25,2
E8:4E:84:CA:5E:F3,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,3
E8:50:8B:1B:A5:1E,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
E8:50:8B:22:4D:92,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
E8:50:8B:23:1E:D2,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,4
E8:50:8B:23:B7:A1,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,2
E8:50:8B:25:1A:37,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
E8:50:8B:26:53:34,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,2
B8:6C:E8:F5:4D:FE,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
B8:6C:E8:D5:65:85,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,6
78:40:E4:EE:6A:9C,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
8C:34:FD:D5:F1:1F,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
8C:18:D9:4D:D0:5E,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
8C:29:37:14:9C:26,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
8C:29:37:21:64:95,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
8C:29:37:44:46:D7,2.0,100.0,0.0,50.0,50.0,0.0,0.0,0.5,4
8C:29:37:48:ED:90,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
8C:2D:AA:68:70:53,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,3
8C:2D:AA:73:81:FC,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
8C:2D:AA:74:17:D8,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
8C:2D:AA:9B:83:29,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,2
8C:34:FD:8D:DB:64,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
8C:34:FD:8D:DC:60,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.5,3
8C:34:FD:8D:DD:6D,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,2
8C:34:FD:AE:D7:66,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
8C:34:FD:AE:D9:0E,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
8C:34:FD:AE:DB:1D,2.0,0.0,0.0,0.0,50.0,0.0,50.0,0.25,2
8C:34:FD:AE:DF:7B,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,3
8C:34:FD:B6:CF:CE,2.0,100.0,0.0,50.0,50.0,0.0,0.0,0.25,2
8C:34:FD:D2:6A:F6,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,4
8C:34:FD:D2:6C:C1,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
8C:16:2C:A0:D1:F8,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,5
8C:00:6D:7E:93:30,2.0,16.6666666667,0.0,0.0,0.0,0.0,100.0,0.75,12
8C:00:6D:32:AD:8C,2.0,0.0,50.0,0.0,50.0,0.0,0.0,0.25,3
88:C9:D0:EE:E0:21,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.25,2
88:C9:D0:DB:A0:94,2.0,0.0,0.0,0.0,50.0,0.0,50.0,0.25,2
88:C9:D0:E5:96:05,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,2
88:C9:D0:EB:3E:26,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
88:C9:D0:EE:39:A8,2.0,100.0,0.0,50.0,50.0,0.0,0.0,0.5,4
88:C9:D0:EE:50:BC,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,3
88:C9:D0:EE:88:47,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.5,4
88:C9:D0:EE:8C:5E,2.0,0.0,0.0,50.0,50.0,0.0,0.0,0.25,4
88:C9:D0:EE:A4:68,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
88:C9:D0:EE:E0:39,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,2
88:CE:FA:A5:61:E9,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,2
88:C9:D0:F1:9A:0E,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
88:C9:D0:FA:BA:6A,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
88:C9:D0:FE:7F:F2,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,2
88:CB:87:18:DA:82,2.0,0.0,0.0,0.0,50.0,0.0,50.0,0.25,3
88:CB:87:2A:C9:B2,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
88:CB:87:2C:4E:0C,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,2
88:CB:87:CA:BD:59,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,2
88:CE:FA:A4:FD:43,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,2
8C:34:FD:D2:6E:F1,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.5,5
8C:34:FD:D5:F1:6C,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,2
88:C9:D0:C1:26:3A,2.0,50.0,0.0,0.0,0.0,100.0,0.0,0.5,5
8C:34:FD:D5:F2:25,2.0,0.0,0.0,50.0,0.0,50.0,0.0,0.25,2
8C:3A:E3:88:41:43,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
8C:3A:E3:89:5E:9F,2.0,0.0,0.0,0.0,50.0,0.0,50.0,0.25,2
8C:3A:E3:90:C7:E9,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
8C:58:77:0C:01:96,2.0,0.0,0.0,0.0,50.0,0.0,50.0,0.25,2
8C:58:77:6F:CA:1D,2.0,0.0,0.0,50.0,50.0,0.0,0.0,0.5,15
8C:64:22:A2:52:25,2.0,0.0,0.0,50.0,50.0,0.0,0.0,0.25,2
8C:71:F8:D5:67:1D,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,2
8C:77:12:1E:FE:B0,2.0,0.0,0.0,50.0,50.0,0.0,0.0,0.25,2
8C:84:01:69:5B:A5,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,2
8C:84:01:9D:96:6D,2.0,50.0,0.0,0.0,0.0,50.0,50.0,0.25,2
8C:A9:82:40:55:54,2.0,0.0,0.0,50.0,50.0,0.0,0.0,0.25,2
8C:A9:82:AF:CA:8C,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,3
8C:BF:A6:14:2A:E3,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.5,3
8C:BF:A6:14:2C:19,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,4
8C:BF:A6:14:39:3F,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.5,5
8C:BF:A6:14:3A:C5,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
8C:BF:A6:14:3B:AD,2.0,0.0,0.0,0.0,50.0,0.0,50.0,0.25,2
8C:BF:A6:17:47:D0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
8C:BF:A6:17:49:8C,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
8C:3A:E3:87:64:36,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
8C:3A:E3:81:10:92,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.5,3
8C:3A:E3:7B:10:35,2.0,50.0,0.0,0.0,0.0,100.0,0.0,0.25,2
8C:3A:E3:3D:21:D7,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,2
8C:3A:E3:22:4A:A5,2.0,0.0,0.0,50.0,50.0,0.0,0.0,0.25,3
8C:3A:E3:24:53:06,2.0,0.0,0.0,50.0,0.0,0.0,50.0,0.25,2
8C:3A:E3:30:01:A4,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.25,2
8C:3A:E3:31:33:0D,2.0,0.0,0.0,50.0,50.0,0.0,0.0,0.25,3
8C:3A:E3:36:7E:C0,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.5,4
8C:3A:E3:3B:79:14,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
8C:3A:E3:3C:B1:24,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.5,3
8C:3A:E3:3D:21:9F,2.0,0.0,0.0,0.0,50.0,0.0,50.0,0.25,2
8C:3A:E3:3E:51:67,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
8C:3A:E3:62:29:FD,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
8C:3A:E3:46:18:C2,2.0,0.0,0.0,0.0,50.0,0.0,50.0,0.5,3
8C:3A:E3:46:22:7F,2.0,0.0,0.0,0.0,50.0,0.0,50.0,0.5,7
8C:3A:E3:59:81:85,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
8C:3A:E3:59:87:47,2.0,0.0,0.0,0.0,50.0,0.0,50.0,0.25,3
8C:3A:E3:59:B8:DF,2.0,0.0,0.0,50.0,0.0,50.0,0.0,0.25,6
8C:3A:E3:5A:42:A7,2.0,0.0,0.0,50.0,0.0,0.0,50.0,0.25,2
8C:3A:E3:5A:A5:7A,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,2
8C:3A:E3:5A:D5:DF,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.5,4
88:C9:D0:C1:9E:6B,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,2
88:C9:D0:BC:7D:F5,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,3
8C:BF:A6:17:56:D6,2.0,0.0,0.0,50.0,50.0,0.0,0.0,0.25,2
88:32:9B:FB:81:CB,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
88:32:9B:4D:BA:24,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,2
88:32:9B:61:CF:06,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,3
88:32:9B:6D:50:5C,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
88:32:9B:7E:E6:B7,2.0,40.0,0.0,0.0,0.0,100.0,0.0,0.25,2
88:32:9B:84:F7:07,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,2
88:32:9B:8B:A0:63,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
88:32:9B:8F:1D:B8,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
88:32:9B:8F:9F:6E,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.5,3
88:32:9B:99:A2:0E,2.0,0.0,0.0,0.0,50.0,0.0,50.0,0.25,2
88:32:9B:9D:5C:7E,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.25,2
88:32:9B:AE:F6:F5,2.0,0.0,0.0,0.0,50.0,0.0,50.0,0.25,3
88:32:9B:C9:1C:E9,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,3
88:32:9B:D1:19:03,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.5,7
88:32:9B:D1:49:03,2.0,100.0,0.0,0.0,50.0,50.0,0.0,0.25,2
88:32:9B:D5:16:33,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,2
88:32:9B:D8:87:E0,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
88:32:9B:DD:B5:19,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,3
88:32:9B:E4:84:D1,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,2
88:32:9B:E5:31:A0,2.0,100.0,0.0,0.0,50.0,50.0,0.0,0.25,2
88:32:9B:40:4C:BA,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
88:32:9B:3C:29:BB,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,2
88:32:9B:15:66:80,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
88:1F:A1:5B:54:7F,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,3
84:DB:AC:57:50:67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2
84:DB:AC:73:4E:34,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,2
84:DB:AC:77:09:7F,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
84:DB:AC:C4:00:2E,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,2
84:DB:AC:DE:79:BE,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,2
84:DB:AC:F0:5A:CA,2.0,0.0,0.0,50.0,50.0,0.0,0.0,0.25,2
84:DB:AC:F0:7A:23,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
84:DB:AC:F1:CE:17,2.0,100.0,0.0,0.0,50.0,50.0,0.0,0.25,2
88:1F:A1:70:37:9D,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.25,4
88:32:9B:11:74:FF,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
88:1F:A1:7A:4C:3E,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.416666666667,20
88:30:8A:0C:F3:C3,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
88:30:8A:18:71:3B,2.0,100.0,0.0,0.0,0.0,100.0,0.0,0.25,2
88:30:8A:7D:4A:00,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,3
88:30:8A:E9:59:18,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,2
88:32:9B:07:E2:C1,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
88:32:9B:08:4C:69,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,3
88:32:9B:0E:56:12,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
88:32:9B:E5:CA:86,2.0,0.0,0.0,50.0,50.0,0.0,0.0,0.25,2
88:32:9B:FC:19:47,2.0,0.0,0.0,50.0,0.0,50.0,0.0,0.25,2
88:C9:D0:B5:0A:B1,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
88:32:9B:FC:20:D2,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,3
88:70:8C:94:C8:76,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
88:9B:39:03:59:1C,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
88:9B:39:03:5B:12,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
88:9B:39:03:63:0E,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
88:9B:39:2B:73:5D,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
88:9B:39:2C:7A:F1,2.0,0.0,0.0,0.0,50.0,0.0,50.0,0.25,2
88:9B:39:2D:51:1D,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
88:9B:39:38:FB:31,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
88:9B:39:3E:93:21,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,2
88:9B:39:3E:93:A9,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.488095238095,7
88:9B:39:3E:96:CB,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,2
88:9B:39:42:73:1E,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,3
88:A7:3C:A0:7E:55,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
88:A7:3C:B2:D3:2B,2.0,0.0,0.0,0.0,50.0,0.0,50.0,0.25,2
88:A7:3C:B4:75:AD,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
88:A7:3C:DD:46:18,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,4
88:A7:3C:ED:25:2B,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
88:C6:63:B2:58:51,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
88:C9:D0:A8:14:B7,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
88:63:DF:EB:A8:EC,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,3
88:63:DF:DF:3E:56,2.0,50.0,0.0,0.0,0.0,0.0,100.0,0.25,2
88:53:D4:87:63:C8,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
88:44:F6:2A:E2:44,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
88:44:F6:06:73:7C,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.5,8
88:44:F6:09:7B:C8,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
88:44:F6:2A:AF:94,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
88:44:F6:2A:B6:60,2.0,0.0,0.0,50.0,50.0,0.0,0.0,0.25,2
88:44:F6:2A:B8:A8,2.0,12.5,0.0,0.0,100.0,0.0,0.0,0.25,2
88:44:F6:2A:BE:58,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
88:44:F6:2A:CE:64,2.0,50.0,0.0,0.0,0.0,50.0,50.0,0.25,2
88:44:F6:2A:CE:D4,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
88:44:F6:2A:E7:30,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
88:53:95:69:9B:EC,2.0,0.0,0.0,50.0,0.0,50.0,0.0,0.25,2
88:44:F6:39:9F:54,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
88:44:F6:39:AD:EC,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,3
88:44:F6:39:BB:EC,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,2
88:44:F6:A0:CD:E0,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
88:44:F6:CF:F3:F0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
88:53:95:43:9D:DA,2.0,0.0,0.0,0.0,50.0,0.0,50.0,0.5,3
88:53:95:47:60:F4,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.72619047619,14
88:53:95:68:82:4C,2.0,0.0,0.0,0.0,50.0,0.0,50.0,0.5,4
8C:BF:A6:17:4F:30,2.0,0.0,0.0,50.0,0.0,50.0,0.0,0.5,6
8C:BF:A6:17:5C:B6,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
84:DB:AC:57:45:50,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,6
94:35:0A:2B:BD:38,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
94:01:C2:97:95:2D,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
94:01:C2:98:00:31,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.5,5
94:01:C2:98:BE:0D,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,4
94:01:C2:9E:E9:01,2.0,100.0,0.0,0.0,100.0,0.0,0.0,0.25,2
94:01:C2:A0:F4:17,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
94:01:C2:A1:0A:53,2.0,50.0,0.0,0.0,50.0,50.0,0.0,0.25,2
94:01:C2:A1:0C:A7,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
94:01:C2:A1:0F:B3,2.0,0.0,0.0,0.0,50.0,0.0,50.0,0.25,2
94:01:C2:B9:10:57,2.0,0.0,0.0,50.0,0.0,0.0,50.0,0.25,2
94:01:C2:BA:71:CB,2.0,0.0,0.0,50.0,50.0,0.0,0.0,0.5,3
94:01:C2:BC:EE:7F,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
94:01:C2:C1:0D:CB,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
94:01:C2:C1:89:8F,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
94:01:C2:C3:E5:37,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
94:01:C2:C8:22:5D,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,2
94:01:C2:C8:22:F1,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
94:35:0A:15:56:AE,2.0,0.0,0.0,0.0,50.0,0.0,50.0,0.25,3
94:35:0A:18:47:24,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
94:35:0A:18:57:A4,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
94:01:C2:8F:A2:D2,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
94:01:C2:8F:9D:1C,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
94:01:C2:8D:95:31,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,2
90:FD:61:89:76:03,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
90:B6:86:84:64:3F,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
90:B6:86:AB:A5:DC,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
90:B6:86:B8:11:D7,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,3
90:B6:86:C0:6D:4B,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.5,3
90:B6:86:C5:78:A3,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.25,2
90:B6:86:F9:84:82,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
90:E7:C4:D3:7D:DD,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,2
90:FB:A6:E8:36:C8,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,2
90:FD:61:B3:6C:D5,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.5,7
94:01:C2:86:9E:A7,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,2
90:FD:61:ED:2A:22,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
94:00:70:DC:0D:C1,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
94:01:C2:81:2F:CD,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
94:01:C2:81:3B:89,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
94:01:C2:81:3D:FF,2.0,66.6666666667,0.0,0.0,0.0,50.0,50.0,0.25,2
94:01:C2:81:48:4B,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2
94:01:C2:81:AD:4B,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,7
94:01:C2:82:9A:05,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.25,4
94:35:0A:28:50:B2,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
94:35:0A:2B:BF:3A,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.5,3
90:B6:86:21:14:2B,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.5,3
94:35:0A:3A:5A:E6,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
94:E9:6A:B0:EE:59,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.5,3
94:E9:6A:B8:E2:28,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,2
94:EB:CD:01:4D:92,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
94:EB:CD:08:B5:7E,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,2
94:EB:CD:0F:A2:1E,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,2
94:EB:CD:15:3B:99,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,2
94:EB:CD:1A:6F:B5,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
94:EB:CD:22:71:66,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
94:EB:CD:22:B0:F5,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.5,5
94:EB:CD:52:66:38,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
94:EB:CD:6A:4C:A8,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2
94:EB:CD:6A:BE:E6,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,2
94:EB:CD:76:65:48,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,2
94:EB:CD:7F:42:68,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,2
94:EB:CD:83:0D:0F,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
94:EB:CD:85:7E:4C,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
94:EB:CD:87:95:C3,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
94:EB:CD:8E:79:07,2.0,0.0,0.0,0.0,50.0,0.0,50.0,0.25,3
94:EB:CD:8E:F4:C9,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.25,2
